CASE /  ,START DATE (yyyy-mm-dd) /,LOCATION NAME /,LATITUDE (Decimal Degrees) /,LONGITUDE (Decimal Degrees) /,SPECIES NAME /,LIFE STAGE DESCRIPTION /,ETIOLOGICAL DESCRIPTION /
CAS,DATE DE DÉBUT (aaaa-mm-jj),NOM DU LIEU,LATITUDE (Degrés Décimaux),LONGITUDE (Degrés Décimaux),NOM DE L'ESPÈCE,DESCRIPTION DU STADE BIOLOGIQUE,DESCRIPTION ÉTIOLOGIQUE
760064, 1976-05-10,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
760071, 1976-05-18,QUALICUM EXPTL. SITES   ,49.388956,-124.60702,COHO SALMON             ,UNKNOWN,FUNGAL INFECTION
760074, 1976-05-21,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,SMOLT,FUNGAL INFECTION
760078, 1976-05-25,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,CHINOOK SALMON          ,SMOLT,SAPROLEGNIA SP.
760102, 1976-06-15,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),COLDWATER DISEASE
760124, 1976-07-08,QUINSAM RIVER           ,49.966964,-125.395206,CUTTHROAT TROUT,UNKNOWN,EUSTRONGYLIDES
760124, 1976-07-08,QUINSAM RIVER           ,49.966964,-125.395206,CUTTHROAT TROUT,UNKNOWN,AEROMONAS SALMONICIDA
760124, 1976-07-08,QUINSAM RIVER           ,49.966964,-125.395206,CUTTHROAT TROUT,UNKNOWN,TREMATODES
760146, 1976-07-19,PUNTLEDGE RIVER SYSTEM  ,49.64718,-125.090064,DOLLY VARDEN            ,IMMATURE ADULT,EUSTRONGYLIDES
760146, 1976-07-19,PUNTLEDGE RIVER SYSTEM  ,49.64718,-125.090064,DOLLY VARDEN            ,IMMATURE ADULT,PHILONEMA
760146, 1976-07-19,PUNTLEDGE RIVER SYSTEM  ,49.64718,-125.090064,DOLLY VARDEN            ,IMMATURE ADULT,SALMINCOLA SP.
760333, 1976-07-20,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,THREE-SPINE STICKLEBACK ,UNKNOWN,CESTODE
760133, 1976-07-20,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,FRY (0 - 4 MONTHS),AEROMONAS SALMONICIDA
760133, 1976-07-20,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,FRY (0 - 4 MONTHS),SAPROLEGNIA SP.
760137, 1976-07-21,QUINSAM RIVER           ,49.966964,-125.395206,CUTTHROAT TROUT,MIXED,PARASITE WORM
760138, 1976-07-21,QUINSAM RIVER           ,49.966964,-125.395206,DOLLY VARDEN            ,MIXED,PARASITE WORM
760148, 1976-07-23,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,MIXED,MYXOBACTERIOSIS
760155, 1976-07-29,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
760156, 1976-07-29,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
760156, 1976-07-29,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,UNDER YLG,FUNGAL INFECTION
760155, 1976-07-29,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,PHILONEMA
760162, 1976-08-06,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,UNDER YLG,FUNGAL INFECTION
760165, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,RAINBOW TROUT           ,UNKNOWN,BULBODACNITIS
760166, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,CUTTHROAT TROUT,UNKNOWN,BULBODACNITIS
760165, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,RAINBOW TROUT           ,UNKNOWN,CREPIDOSTOMUM SP.
760166, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,CUTTHROAT TROUT,UNKNOWN,CREPIDOSTOMUM SP.
760166, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,CUTTHROAT TROUT,UNKNOWN,EUSTRONGYLIDES
760166, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,CUTTHROAT TROUT,UNKNOWN,NEMATODE
760165, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,RAINBOW TROUT           ,UNKNOWN,NEOECHINORHYNCHUS SP.
760166, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,CUTTHROAT TROUT,UNKNOWN,NEOECHINORHYNCHUS SP.
760166, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,CUTTHROAT TROUT,UNKNOWN,PROTEOCEPHALUS SP.
760165, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,RAINBOW TROUT           ,UNKNOWN,SALMINCOLA SP.
760166, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,CUTTHROAT TROUT,UNKNOWN,SALMINCOLA SP.
760165, 1976-08-12,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,RAINBOW TROUT           ,UNKNOWN,TREMATODES
760172, 1976-08-13,"COWICHAN LK, R., & TRIB.",48.902936,-124.355538,SCULPINS                ,UNKNOWN,EUSTRONGYLIDES
760177, 1976-08-18,MESACHIE LAKE & CREEK   ,,,COHO SALMON             ,UNKNOWN,EUSTRONGYLIDES
760178, 1976-08-18,MESACHIE LAKE & CREEK   ,,,DOLLY VARDEN            ,UNKNOWN,EUSTRONGYLIDES
760179, 1976-08-18,MESACHIE LAKE & CREEK   ,,,KOKANEE SALMON          ,UNKNOWN,NEMATODE
760178, 1976-08-18,MESACHIE LAKE & CREEK   ,,,DOLLY VARDEN            ,UNKNOWN,NEOECHINORHYNCHUS SP.
760178, 1976-08-18,MESACHIE LAKE & CREEK   ,,,DOLLY VARDEN            ,UNKNOWN,SALMINCOLA SP.
760177, 1976-08-18,MESACHIE LAKE & CREEK   ,,,COHO SALMON             ,UNKNOWN,TETRACOTYLE/ICHTHYOCOTYLURUS  SP.
760184, 1976-09-03,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
760199, 1976-09-24,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,CHINOOK SALMON          ,RIPE ADULT,BACTERIAL GILL DISEASE
760199, 1976-09-24,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,CHINOOK SALMON          ,RIPE ADULT,FUNGAL INFECTION
760199, 1976-09-24,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,CHINOOK SALMON          ,RIPE ADULT,MYXOBACTERIAL GILL DISEASE
760212, 1976-10-04,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,UNDER YLG,EUSTRONGYLIDES
760203, 1976-10-04,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,MOTILE AEROMONAD SEPTICEMIA
760204, 1976-10-12,KEOGH RIVER             ,50.645909,-127.339101,PINK SALMON             ,RIPE ADULT,ANISAKIS
760205, 1976-10-12,KEOGH RIVER             ,50.645909,-127.339101,COHO SALMON             ,MIXED,ANISAKIS
760204, 1976-10-12,KEOGH RIVER             ,50.645909,-127.339101,PINK SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
760205, 1976-10-12,KEOGH RIVER             ,50.645909,-127.339101,COHO SALMON             ,MIXED,RENIBACTERIUM SALMONINARUM
760204, 1976-10-12,KEOGH RIVER             ,50.645909,-127.339101,PINK SALMON             ,RIPE ADULT,FUNGAL INFECTION
760204, 1976-10-12,KEOGH RIVER             ,50.645909,-127.339101,PINK SALMON             ,RIPE ADULT,HENNEGUYA SP.
760205, 1976-10-12,KEOGH RIVER             ,50.645909,-127.339101,COHO SALMON             ,MIXED,MYXOBOLUS SQUAMALIS
760206, 1976-10-12,KEOGH RIVER             ,50.645909,-127.339101,DOLLY VARDEN            ,MIXED,PHILONEMA
760207, 1976-10-12,KEOGH LAKE (SEP)        ,50.609786,-127.265547,CUTTHROAT TROUT,RIPE ADULT,SALMINCOLA SP.
760206, 1976-10-12,KEOGH RIVER             ,50.645909,-127.339101,DOLLY VARDEN            ,MIXED,SALVELINEMA
760214, 1976-10-19,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
760215, 1976-10-19,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
760214, 1976-10-19,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,RIPE ADULT,PARASITE WORM
760224, 1976-10-29,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
760224, 1976-10-29,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,RIPE ADULT,MYXIDIUM SP.
760225, 1976-11-03,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
760227, 1976-11-05,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
760227, 1976-11-05,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,COLDWATER DISEASE
760227, 1976-11-05,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
760228, 1976-11-05,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
760237, 1976-11-10,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
760237, 1976-11-10,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
760238, 1976-11-16,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
760238, 1976-11-16,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,FUNGAL INFECTION
760238, 1976-11-16,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
760238, 1976-11-16,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,MYXOBOLUS SQUAMALIS
760243, 1976-11-18,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
760243, 1976-11-18,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,CERATOMYXA SHASTA
760243, 1976-11-18,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
760243, 1976-11-18,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,MYXOSPORIDEA
760244, 1976-11-19,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
760244, 1976-11-19,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
760244, 1976-11-19,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,RIPE ADULT,MYXOBOLUS SQUAMALIS
760247, 1976-11-23,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,UNDER YLG,FUNGAL INFECTION
760248, 1976-11-23,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,SOCKEYE SALMON          ,UNDER YLG,FUNGAL INFECTION
760246, 1976-11-24,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,STEELHEAD,RIPE ADULT,BACTERIA NOT IDENTIFIED
760246, 1976-11-24,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,STEELHEAD,RIPE ADULT,FUNGAL INFECTION
760246, 1976-11-24,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,STEELHEAD,RIPE ADULT,AEROMONAS SALMONICIDA
760250, 1976-11-29,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
760250, 1976-11-29,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
760252, 1976-11-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
760252, 1976-11-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
760252, 1976-11-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,MYXOSPORIDEA
760255, 1976-12-02,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,YEARLING,FUNGAL INFECTION
760260, 1976-12-02,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,SOCKEYE SALMON          ,YEARLING,FUNGAL INFECTION
760254, 1976-12-02,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
760260, 1976-12-02,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,SOCKEYE SALMON          ,YEARLING,FUSIFORM BACTERIA
760260, 1976-12-02,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,SOCKEYE SALMON          ,YEARLING,INFECTIOUS HEMATOPOIETIC NECROSIS
760259, 1976-12-10,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,UNDER YLG,FUNGAL INFECTION
760259, 1976-12-10,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,UNDER YLG,FUSIFORM BACTERIA
770011, 1977-01-24,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,YEARLING,MYXOBACTERIOSIS
770015, 1977-02-16,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,BACTERIAL GILL DISEASE
770015, 1977-02-16,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
770415, 1977-02-16,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
770515, 1977-02-16,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
770515, 1977-02-16,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,COLDWATER DISEASE
770016, 1977-02-16,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
770020, 1977-02-28,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,UNDER YLG,MYXOSPORIDEA
770022, 1977-03-08,QUINSAM HATCHERY        ,50.027834,-125.311497,STEELHEAD,YEARLING,MYXOSPORIDEA
770022, 1977-03-08,QUINSAM HATCHERY        ,50.027834,-125.311497,STEELHEAD,YEARLING,TRICHODINA SP.
770023, 1977-03-09,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,SMOLT,FUNGAL INFECTION
770024, 1977-03-10,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
770032, 1977-03-21,QUINSAM HATCHERY        ,50.027834,-125.311497,STEELHEAD,SMOLT,COLDWATER DISEASE
770032, 1977-03-21,QUINSAM HATCHERY        ,50.027834,-125.311497,STEELHEAD,SMOLT,TRICHODINA SP.
770042, 1977-03-30,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,SMOLT,FUNGAL INFECTION
770051, 1977-04-13,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),FUSIFORM BACTERIA
770051, 1977-04-13,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),HEXAMITA SP.
770052, 1977-04-14,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,SMOLT,RENIBACTERIUM SALMONINARUM
770052, 1977-04-14,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,SMOLT,CRYPTOBIA SP.
770055, 1977-04-14,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,STEELHEAD,SMOLT,CRYPTOBIA SP.
770075, 1977-05-06,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
770087, 1977-05-12,VEDDER RIVER            ,49.089319,-122.05078,COHO SALMON             ,SMOLT,CREPIDOSTOMUM SP.
770087, 1977-05-12,VEDDER RIVER            ,49.089319,-122.05078,COHO SALMON             ,SMOLT,EUBOTHRIUM SP.
770086, 1977-05-12,ATNARKO RIVER & LAKE,52.40396,-125.920408,COHO SALMON             ,SMOLT,FUNGAL INFECTION
770087, 1977-05-12,VEDDER RIVER            ,49.089319,-122.05078,COHO SALMON             ,SMOLT,FUNGAL INFECTION
770087, 1977-05-12,VEDDER RIVER            ,49.089319,-122.05078,COHO SALMON             ,SMOLT,HEXAMITA SP.
770086, 1977-05-12,ATNARKO RIVER & LAKE,52.40396,-125.920408,COHO SALMON             ,SMOLT,MYXIDIUM SP.
770087, 1977-05-12,VEDDER RIVER            ,49.089319,-122.05078,COHO SALMON             ,SMOLT,MYXIDIUM SP.
770086, 1977-05-12,ATNARKO RIVER & LAKE,52.40396,-125.920408,COHO SALMON             ,SMOLT,MYXOSPORIDEA
770087, 1977-05-12,VEDDER RIVER            ,49.089319,-122.05078,COHO SALMON             ,SMOLT,NEASCUS SP.
770091, 1977-05-17,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,SMOLT,AEROMONAS SALMONICIDA
770109, 1977-05-31,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,SMOLT,RENIBACTERIUM SALMONINARUM
770111, 1977-05-31,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,FRY (0 - 4 MONTHS),COLDWATER DISEASE
770110, 1977-05-31,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,FRY (0 - 4 MONTHS),HEXAMITA SP.
770111, 1977-05-31,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,FRY (0 - 4 MONTHS),HEXAMITA SP.
770116, 1977-06-03,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,SMOLT,NEASCUS SP.
770128, 1977-06-08,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,FRY (0 - 4 MONTHS),AEROMONAS SALMONICIDA
770142, 1977-06-14,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,UNDER YLG,NEMATODE
770147, 1977-06-17,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,UNDER YLG,AEROMONAS SALMONICIDA
770152, 1977-06-21,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,RAINBOW TROUT           ,SAC FRY/ALEVINS,BACTERIAL GILL DISEASE
770154, 1977-06-23,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,RAINBOW TROUT           ,SAC FRY/ALEVINS,BACTERIAL GILL DISEASE
770154, 1977-06-23,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,RAINBOW TROUT           ,SAC FRY/ALEVINS,PSEUDOMONAS SP.
770179, 1977-07-12,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,IMMATURE ADULT,RENIBACTERIUM SALMONINARUM
770196, 1977-07-27,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,YEARLING,SAPROLEGNIA SP.
770197, 1977-07-28,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,COLDWATER DISEASE
770797, 1977-07-28,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,COLDWATER DISEASE
770997, 1977-07-28,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,COLDWATER DISEASE
770197, 1977-07-28,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,HEXAMITA SP.
770797, 1977-07-28,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,HEXAMITA SP.
770897, 1977-07-28,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,HEXAMITA SP.
770997, 1977-07-28,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,HEXAMITA SP.
770209, 1977-08-04,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,IMMATURE ADULT,RENIBACTERIUM SALMONINARUM
770209, 1977-08-04,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,IMMATURE ADULT,COLDWATER DISEASE
770210, 1977-08-04,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,IMMATURE ADULT,COLDWATER DISEASE
770230, 1977-08-26,TAHSIS GENERAL AREA     ,49.921092,-126.656198,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXIDIUM SP.
770266, 1977-09-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
770765, 1977-09-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
770866, 1977-09-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
770965, 1977-09-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
770265, 1977-09-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,COLDWATER DISEASE
770965, 1977-09-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,COLDWATER DISEASE
770265, 1977-09-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,HEXAMITA SP.
770765, 1977-09-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,HEXAMITA SP.
770865, 1977-09-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,HEXAMITA SP.
770965, 1977-09-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,HEXAMITA SP.
770966, 1977-09-30,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,HEXAMITA SP.
770973, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,ANISAKIS
770273, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,BRACHYPHALLUS SP.
770973, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,DIPLOSTOMUM SP.
770973, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,EUBOTHRIUM SP.
770273, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
770273, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,LECITHASTER SP.
770273, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,MYXIDIUM SP.
770273, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,MYXOBOLUS NEUROBIUS
770973, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,PHYLLOBOTHRIUM SP.
770973, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,SCOLEX SP.
770973, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,TETRACOTYLE/ICHTHYOCOTYLURUS  SP.
770273, 1977-10-11,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,TUBULOVESICULA SP.
770276, 1977-10-14,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
770276, 1977-10-14,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,MYXIDIUM SP.
770276, 1977-10-14,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,TETRACOTYLE/ICHTHYOCOTYLURUS  SP.
770989, 1977-10-26,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,ANISAKIS
770286, 1977-10-26,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
770289, 1977-10-26,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
770989, 1977-10-26,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,DERMOCYSTIDIUM
770989, 1977-10-26,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,ECHINORHYNCHUS SP.
770989, 1977-10-26,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,EUBOTHRIUM SP.
770289, 1977-10-26,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
770989, 1977-10-26,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,LECITHASTER SP.
770286, 1977-10-26,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,RIPE ADULT,MYXIDIUM SP.
770289, 1977-10-26,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,MYXIDIUM SP.
770989, 1977-10-26,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,MYXIDIUM SP.
