NoArrond,NomArrond,NoDistrict,NomDistrict,NoSection,NbrAdrVac,NbrElectNDom,NbrElect,TotalVotes
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,11,167,1,391,126
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,12,128,1,377,127
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,13,105,0,428,157
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,14,73,0,341,160
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,15,118,0,417,121
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,16,77,0,414,152
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,17,132,0,456,152
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,18,239,2,442,135
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,19,180,2,442,83
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,20,207,0,385,102
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,21,334,1,444,104
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,22,136,0,436,102
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,23,216,1,419,86
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,24,383,0,379,82
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,25,285,6,459,78
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,26,234,1,417,73
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,27,242,0,456,114
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,28,172,0,414,105
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,29,167,0,448,114
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,30,280,1,430,113
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,31,167,1,433,109
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,32,211,1,437,120
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,33,157,0,401,100
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,34,133,0,439,110
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,35,134,1,431,116
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,36,276,0,418,119
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,37,55,1,454,108
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,38,65,1,454,131
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,39,75,0,407,137
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,40,104,1,431,149
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,41,119,0,447,240
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,42,9,1,298,131
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,43,39,1,390,131
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,1,91,2,427,141
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,2,131,2,450,137
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,3,130,0,458,108
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,4,130,2,402,91
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,5,186,3,448,107
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,6,157,1,435,155
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,7,98,3,438,154
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,8,64,0,402,139
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,9,168,0,440,153
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,10,212,0,458,115
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,11,86,0,451,116
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,12,111,1,307,105
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,13,119,0,429,121
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,14,148,0,425,124
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,15,89,1,319,85
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,16,158,0,308,52
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,17,232,0,428,100
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,18,179,1,422,101
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,19,164,2,389,110
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,20,142,0,286,122
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,21,161,0,286,137
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,22,116,0,253,119
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,23,227,0,444,78
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,24,243,1,441,98
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,25,176,2,387,98
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,26,317,1,423,113
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,27,316,1,401,73
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,28,193,2,394,81
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,29,159,2,364,165
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,30,454,0,431,97
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,31,360,0,428,127
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,32,236,0,410,104
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,33,148,0,442,112
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,34,668,4,419,129
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,35,523,2,422,112
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,36,216,3,368,108
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,37,40,1,279,134
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,38,86,2,313,143
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,39,132,0,315,92
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,40,212,1,463,125
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,41,56,2,336,135
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,42,70,3,327,119
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,43,53,6,422,190
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,32,032 Côte-des-Neiges,44,100,0,442,156
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,1,119,0,370,113
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,2,231,2,457,125
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,3,187,2,457,101
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,4,114,4,378,136
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,5,116,0,428,185
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,6,62,2,359,142
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,7,173,0,466,131
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,8,158,1,453,107
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,9,157,0,484,108
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,10,143,1,439,114
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,11,73,1,444,123
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,12,106,4,409,107
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,13,17,0,306,123
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,14,154,2,455,98
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,15,163,0,442,83
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,16,109,3,405,111
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,17,92,0,443,124
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,18,145,0,404,79
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,19,148,1,406,107
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,20,145,2,361,108
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,21,50,1,300,124
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,22,58,2,331,131
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,23,70,2,428,150
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,24,85,1,423,135
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,25,92,1,465,118
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,26,113,1,443,76
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,27,76,3,502,126
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,28,299,1,400,96
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,29,86,0,440,146
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,30,81,0,440,119
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,31,84,0,435,97
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,32,70,1,444,139
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,33,84,1,420,112
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,34,126,3,411,133
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,35,148,0,417,114
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,36,177,0,421,105
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,37,171,0,399,110
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,38,126,1,478,121
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,39,32,0,236,145
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,40,49,0,263,119
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,41,231,2,475,93
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,42,120,0,460,87
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,43,206,1,435,110
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,44,67,1,399,122
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,45,69,0,407,112
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,46,64,0,409,97
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,47,54,0,422,144
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,33,033 Snowdon,48,36,1,480,100
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,1,74,7,368,147
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,2,105,7,391,130
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,3,49,1,352,165
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,4,51,1,356,131
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,5,78,1,394,138
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,6,76,1,392,129
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,7,60,0,395,141
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,8,136,1,451,134
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,9,120,0,397,151
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,10,137,2,450,93
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,11,129,2,449,147
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,12,86,4,427,123
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,13,115,3,452,117
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,14,110,3,450,159
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,15,98,1,442,123
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,16,156,1,454,133
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,17,76,0,393,174
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,18,35,0,301,141
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,19,34,1,329,149
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,20,145,1,413,168
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,21,8,0,300,144
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,22,11,1,292,138
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,23,87,2,417,144
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,24,119,0,368,138
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,25,43,0,449,211
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,26,19,0,297,141
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,27,15,0,238,131
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,28,54,5,370,154
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,29,50,3,294,121
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,30,30,0,299,123
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,31,47,1,313,130
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,32,85,1,341,122
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,33,57,0,378,131
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,34,83,1,385,142
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,35,43,2,331,183
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,36,45,0,334,164
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,37,35,0,351,136
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,38,50,1,378,168
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,39,73,4,341,121
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,40,81,1,437,179
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,41,30,3,301,140
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,42,55,2,344,139
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,43,89,1,305,70
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,44,55,1,402,177
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,45,68,1,325,140
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,46,61,1,338,163
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,47,42,1,432,183
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,48,199,1,470,78
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,49,179,0,450,111
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,50,146,3,462,142
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,51,101,0,440,128
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,52,204,0,460,78
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,53,32,0,364,149
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,54,121,2,410,136
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,55,58,2,355,125
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,56,49,0,317,166
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,57,43,3,408,172
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,34,034 Notre-Dame-de-Grâce,58,85,1,435,119
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,1,288,1,453,106
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,2,172,0,409,68
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,3,155,0,418,71
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,4,159,1,460,129
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,5,48,0,377,169
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,6,29,0,325,153
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,7,37,1,366,147
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,8,53,1,410,156
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,9,60,1,424,164
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,10,91,1,306,150
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,11,105,1,435,139
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,12,26,1,343,150
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,13,101,0,448,144
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,14,53,1,401,162
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,15,112,1,457,109
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,16,56,0,403,140
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,17,38,1,413,151
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,18,66,1,401,154
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,19,94,0,451,166
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,20,93,5,401,168
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,21,51,2,442,143
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,22,66,1,401,137
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,23,66,6,364,106
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,24,228,1,437,116
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,25,148,2,451,118
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,26,154,1,426,99
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,27,153,0,448,113
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,28,59,1,377,120
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,29,55,4,393,144
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,30,86,2,468,130
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,31,150,0,453,149
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,32,222,1,372,95
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,33,166,2,459,119
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,34,38,0,401,162
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,35,115,1,462,150
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,36,87,0,368,151
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,37,10,0,316,180
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,38,7,0,280,158
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,39,43,0,276,122
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,40,93,0,392,122
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,41,123,1,441,164
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,42,289,0,447,100
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,43,82,0,415,149
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,44,118,0,421,90
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,45,151,0,452,110
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,46,235,1,390,71
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,47,114,2,432,58
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,48,146,1,327,56
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,49,166,0,399,58
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,50,199,1,410,86
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,51,86,0,401,125
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,52,222,0,419,85
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,53,124,0,361,110
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,35,035 Loyola,54,97,1,348,140
4,04 Lachine,41,041 du Canal,1,40,0,172,95
4,04 Lachine,41,041 du Canal,2,48,4,222,91
4,04 Lachine,41,041 du Canal,3,83,4,391,125
4,04 Lachine,41,041 du Canal,4,16,0,209,165
4,04 Lachine,41,041 du Canal,5,6,0,201,163
4,04 Lachine,41,041 du Canal,6,60,1,314,99
4,04 Lachine,41,041 du Canal,7,75,0,249,80
4,04 Lachine,41,041 du Canal,8,59,1,314,104
4,04 Lachine,41,041 du Canal,9,47,0,335,99
4,04 Lachine,41,041 du Canal,10,8,0,234,99
4,04 Lachine,41,041 du Canal,11,24,0,331,104
4,04 Lachine,41,041 du Canal,12,46,0,356,102
4,04 Lachine,41,041 du Canal,13,65,2,347,79
4,04 Lachine,41,041 du Canal,14,74,3,395,105
4,04 Lachine,41,041 du Canal,15,133,2,446,112
4,04 Lachine,41,041 du Canal,16,101,2,284,87
4,04 Lachine,41,041 du Canal,17,94,3,410,96
4,04 Lachine,41,041 du Canal,18,62,3,385,121
4,04 Lachine,41,041 du Canal,19,86,3,464,131
4,04 Lachine,41,041 du Canal,20,44,2,368,109
4,04 Lachine,41,041 du Canal,21,38,3,383,119
4,04 Lachine,41,041 du Canal,22,17,0,265,78
4,04 Lachine,41,041 du Canal,23,20,1,323,100
4,04 Lachine,41,041 du Canal,24,111,1,465,124
4,04 Lachine,41,041 du Canal,25,88,2,383,86
4,04 Lachine,41,041 du Canal,26,80,1,395,96
4,04 Lachine,41,041 du Canal,27,56,1,347,124
4,04 Lachine,41,041 du Canal,28,88,7,378,123
4,04 Lachine,41,041 du Canal,29,137,1,445,144
4,04 Lachine,41,041 du Canal,30,49,1,320,88
4,04 Lachine,41,041 du Canal,31,22,0,308,105
4,04 Lachine,41,041 du Canal,32,31,1,300,96
4,04 Lachine,41,041 du Canal,33,25,0,403,124
4,04 Lachine,41,041 du Canal,34,80,2,417,101
4,04 Lachine,42,042 J.-Émery-Provost,1,318,0,432,100
4,04 Lachine,42,042 J.-Émery-Provost,2,24,2,340,148
4,04 Lachine,42,042 J.-Émery-Provost,3,76,0,344,87
4,04 Lachine,42,042 J.-Émery-Provost,4,186,0,394,61
4,04 Lachine,42,042 J.-Émery-Provost,5,104,2,443,128
4,04 Lachine,42,042 J.-Émery-Provost,6,29,0,350,111
4,04 Lachine,42,042 J.-Émery-Provost,7,101,0,358,109
4,04 Lachine,42,042 J.-Émery-Provost,8,23,1,327,124
4,04 Lachine,42,042 J.-Émery-Provost,9,61,1,327,98
4,04 Lachine,42,042 J.-Émery-Provost,10,5,0,316,131
4,04 Lachine,42,042 J.-Émery-Provost,11,74,2,455,203
4,04 Lachine,42,042 J.-Émery-Provost,12,153,1,361,102
4,04 Lachine,42,042 J.-Émery-Provost,13,62,1,410,112
4,04 Lachine,42,042 J.-Émery-Provost,14,54,0,416,139
