Food-Group-Name, Food-Group-Code,Sex,Age,Number-of-Respondents,Percentage-of-Eaters,All-Person-Consumption-Intake-g-per-person-Mean,All-Person-Consumption-Intake-g-per-person-SE-Mean,All-Person-Consumption-Intake-g-per-person-P50,All-Person-Consumption-Intake-g-per-person-SE-P50,All-Person-Consumption-Intake-g-per-person-P90,All-Person-Consumption-Intake-g-per-person-SE-P90,All-Person-Consumption-Intake-g-per-person-P95,All-Person-Consumption-Intake-g-per-person-SE-P95,All-Person-Consumption-Intake-g-per-kg-body-weight-Mean,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-Mean,All-Person-Consumption-Intake-g-per-kg-body-weight-P50,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P50,All-Person-Consumption-Intake-g-per-kg-body-weight-P90,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P90,All-Person-Consumption-Intake-g-per-kg-body-weight-P95,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P95,Eaters-Only-Consumption-Intake-g-per-person-Mean,Eaters-Only-Consumption-Intake-g-per-person-SE-Mean,Eaters-Only-Consumption-Intake-g-per-person-P50,Eaters-Only-Consumption-Intake-g-per-person-SE-P50,Eaters-Only-Consumption-Intake-g-per-person-P90,Eaters-Only-Consumption-Intake-g-per-person-SE-P90,Eaters-Only-Consumption-Intake-g-per-person-P95,Eaters-Only-Consumption-Intake-g-per-person-SE-P95,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-Mean,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-Mean,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P50,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P50,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P90,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P90,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P95,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P95
ICE CREAM ,9A,Female,14 -18 Years,2277,12.8,17.56,±2.41,F,F,66 E,±18.85,131.39,±14.24,0.3,±0.04,F,F,1.04 E,±0.29,2.09,±0.18,136.99,±13.15,98.99,±8.29,239.24 E,±73.10,396 E,±73.60,2.34,±0.20,1.86,±0.14,4.4,±0.36,6.47 E,±1.52
ICE CREAM ,9A,Female,19 - 30 Years,2017,9.3,9.51,±1.30,F,F,F,F,74.25 E,±16.42,0.15,±0.02,F,F,F,F,1.24 E,±0.23,102.52,±7.23,80.01 E,±13.60,198,±17.72,F,F,1.62,±0.13,1.3,±0.16,3.16,±0.29,F,F
ICE CREAM ,9A,Female,31 - 50 Years,2755,11.5,11.81,±1.66,F,F,F,F,99 E,±19.31,0.17,±0.02,F,F,F,F,1.5,±0.22,102.51,±7.32,78,±11.84,198,±30.66,239.24,±29.58,1.46,±0.09,1.22,±0.13,2.44,±0.17,3.14,±0.40
ICE CREAM ,9A,Female,51 -70 Years,3201,9.1,8.06,±0.82,F,F,F,F,66,±2.78,0.12,±0.01,F,F,F,F,0.92,±0.07,88.75,±5.38,66,±1.05,198,±24.70,203.08,±19.94,1.29,±0.08,0.97,±0.04,2.6,±0.23,3.13,±0.26
ICE CREAM ,9A,Female,71 + Years ,2610,12.6,9.31,±0.88,F,F,33 E,±9.57,66,±3.87,0.15,±0.02,F,F,0.48 E,±0.12,1.19,±0.10,73.66,±4.76,66,±1.41,132,±9.96,178,±21.21,1.2,±0.09,1.03,±0.08,2.28,±0.28,2.87,±0.22
ICE CREAM ,9A,Female,19 +  Years,10583,10.5,10.02,±0.74,F,F,F,F,74.25,±6.90,0.15,±0.01,F,F,F,F,1.21,±0.08,95.2,±3.66,72,±3.48,198,±15.74,229.85,±19.30,1.41,±0.05,1.18,±0.06,2.6,±0.12,3.16,±0.20
ICE MILK ,9B,Both,All ages,33343,1.3,1.16,±0.10,F,F,F,F,F,F,0.02,±0.00,F,F,F,F,F,F,89.36,±4.36,70.08,±1.70,171.69,±10.99,210.36,±22.07,1.7,±0.09,1.28,±0.07,3.63,±0.30,4.46,±0.37
ICE MILK ,9B,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ICE MILK ,9B,Both,6 - 11 Months,191,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ICE MILK ,9B,Both,1 Year,735,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ICE MILK ,9B,Both,2 - 3 Years,1453,2.7,2.22 E,±0.65,F,F,F,F,F,F,0.14 E,±0.04,F,F,F,F,F,F,81.25,±11.10,70.08,±7.02,F,F,F,F,5.11,±0.78,3.89,±0.49,F,F,F,F
ICE MILK ,9B,Both,4 -8 Years,3238,1.9,1.22,±0.19,F,F,F,F,F,F,0.05,±0.01,F,F,F,F,F,F,63.78,±8.36,62.86 E,±15.76,121.23 E,±21.43,F,F,2.78,±0.41,2.37 E,±0.53,4.58 E,±0.78,F,F
ICE MILK ,9B,Both,9 -13 Years,4060,2.8,2.55 E,±0.46,F,F,F,F,F,F,0.06 E,±0.01,F,F,F,F,F,F,92.44,±10.68,70.08,±4.63,230.99,±35.86,F,F,2.1,±0.24,1.55,±0.19,4.52,±0.75,F,F
ICE MILK ,9B,Both,14 -18 Years,4565,1.9,2.02 E,±0.36,F,F,F,F,F,F,0.03 E,±0.01,F,F,F,F,F,F,105.33,±11.16,74.29,±10.40,172.02 E,±29.77,F,F,1.75,±0.17,1.42,±0.13,3.32 E,±0.64,F,F
ICE MILK ,9B,Both,19 - 30 Years,3821,1.3,1.49 E,±0.37,F,F,F,F,F,F,0.02 E,±0.01,F,F,F,F,F,F,112.8,±12.72,87.33 E,±15.27,F,F,F,F,1.59,±0.19,1.21,±0.11,F,F,F,F
ICE MILK ,9B,Both,31 - 50 Years,5351,0.9,0.77 E,±0.17,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,83.1,±8.46,70.08,±5.70,F,F,F,F,1.12,±0.09,1.08,±0.18,F,F,F,F
ICE MILK ,9B,Both,51 -70 Years,5751,1.2,0.94 E,±0.22,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,81.33,±10.24,70.08,±9.69,F,F,F,F,1,±0.12,0.78 E,±0.18,F,F,F,F
ICE MILK ,9B,Both,71 + Years ,4130,0.9,0.74 E,±0.25,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,82.55,±12.06,66 E,±17.83,F,F,F,F,1.13,±0.17,1.07 E,±0.29,F,F,F,F
ICE MILK ,9B,Both,0 -18 years,14290,2.1,1.83,±0.19,F,F,F,F,F,F,0.05,±0.01,F,F,F,F,F,F,87.51,±5.73,70.08,±1.47,171.69,±18.97,230.99,±27.05,2.54,±0.18,1.8,±0.16,5.1,±0.47,6.35,±0.75
ICE MILK ,9B,Both,19 +  Years,19053,1.1,0.96,±0.12,F,F,F,F,F,F,0.01,±0.00,F,F,F,F,F,F,90.45,±5.95,70.08,±3.98,171.69,±14.58,195.82,±30.26,1.21,±0.08,1.08,±0.11,2.09,±0.34,2.91,±0.33
ICE MILK ,9B,Male,9 -13 Years,2080,2.6,2.64 E,±0.76,F,F,F,F,F,F,0.06 E,±0.02,F,F,F,F,F,F,102.99,±15.76,85.71,±10.23,F,F,F,F,2.22,±0.32,1.75,±0.26,F,F,F,F
ICE MILK ,9B,Male,14 -18 Years,2288,1.4,1.84 E,±0.57,F,F,F,F,F,F,0.03 E,±0.01,F,F,F,F,F,F,130.77 E,±25.47,87.33 E,±20.95,F,F,F,F,1.99 E,±0.37,1.23 E,±0.21,F,F,F,F
ICE MILK ,9B,Male,19 - 30 Years,1804,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ICE MILK ,9B,Male,31 - 50 Years,2596,F,0.66 E,±0.19,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ICE MILK ,9B,Male,51 -70 Years,2550,1.3,1.21 E,±0.39,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,91.92 E,±16.42,F,F,F,F,F,F,1.01 E,±0.18,0.78 E,±0.25,F,F,F,F
ICE MILK ,9B,Male,71 + Years ,1520,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ICE MILK ,9B,Male,19 +  Years,8470,1,0.9 E,±0.15,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,93.69,±9.62,70.08,±10.99,F,F,F,F,1.08,±0.10,0.81,±0.10,F,F,F,F
ICE MILK ,9B,Female,9 -13 Years,1980,3,2.45 E,±0.52,F,F,F,F,F,F,0.06 E,±0.01,F,F,F,F,F,F,82.78 E,±14.85,70.08 E,±12.34,F,F,F,F,1.99 E,±0.37,1.33 E,±0.29,F,F,F,F
ICE MILK ,9B,Female,14 -18 Years,2277,2.5,2.21 E,±0.43,F,F,F,F,F,F,0.04 E,±0.01,F,F,F,F,F,F,89.99,±7.01,74.29,±9.12,F,F,F,F,1.6,±0.14,1.51,±0.19,F,F,F,F
ICE MILK ,9B,Female,19 - 30 Years,2017,1.7,1.88 E,±0.62,F,F,F,F,F,F,0.03 E,±0.01,F,F,F,F,F,F,112.4 E,±19.57,98.64 E,±19.53,F,F,F,F,1.72,±0.27,1.23,±0.20,F,F,F,F
ICE MILK ,9B,Female,31 - 50 Years,2755,1.1,0.87 E,±0.27,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,81.82,±8.82,74.29,±6.71,F,F,F,F,1.22,±0.09,1.33,±0.13,F,F,F,F
ICE MILK ,9B,Female,51 -70 Years,3201,1,0.67 E,±0.18,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,67.71 E,±11.70,70.08 E,±17.39,F,F,F,F,0.99 E,±0.17,0.9 E,±0.24,F,F,F,F
ICE MILK ,9B,Female,71 + Years ,2610,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ICE MILK ,9B,Female,19 +  Years,10583,1.2,1.03 E,±0.19,F,F,F,F,F,F,0.02 E,±0.00,F,F,F,F,F,F,87.88,±8.27,70.08,±3.78,170.1,±23.17,F,F,1.32,±0.11,1.23,±0.08,2.5 E,±0.51,F,F
FROZEN YOGHURT,9C,Both,All ages,33343,0.8,0.93 E,±0.26,F,F,F,F,F,F,0.02 E,±0.01,F,F,F,F,F,F,121.21 E,±29.07,72.37,±9.96,200 E,±57.34,F,F,2.51 E,±0.56,1.52,±0.22,F,F,F,F
FROZEN YOGHURT,9C,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Both,6 - 11 Months,191,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Both,1 Year,735,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Both,2 - 3 Years,1453,F,1.66 E,±0.50,F,F,F,F,F,F,0.12 E,±0.03,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Both,4 -8 Years,3238,1.2,0.94 E,±0.20,F,F,F,F,F,F,0.04 E,±0.01,F,F,F,F,F,F,78.81,±10.88,60,±3.24,F,F,F,F,3.33,±0.44,2.38,±0.40,F,F,F,F
FROZEN YOGHURT,9C,Both,9 -13 Years,4060,1.3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,109.66 E,±32.00,F,F,F,F,F,F,2.5 E,±0.73,1.84 E,±0.38,F,F,F,F
FROZEN YOGHURT,9C,Both,14 -18 Years,4565,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Both,19 - 30 Years,3821,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Both,31 - 50 Years,5351,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Both,51 -70 Years,5751,0.4,0.48 E,±0.14,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,109.18,±15.42,75 E,±16.73,F,F,F,F,1.51,±0.24,1.32 E,±0.28,F,F,F,F
FROZEN YOGHURT,9C,Both,71 + Years ,4130,0.6,0.88 E,±0.29,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,147.44,±18.43,168.87 E,±30.16,F,F,F,F,2.22,±0.27,2.48,±0.41,F,F,F,F
FROZEN YOGHURT,9C,Both,0 -18 years,14290,1.1,1.08 E,±0.24,F,F,F,F,F,F,0.04 E,±0.01,F,F,F,F,F,F,99.54,±14.31,62.99,±6.84,200 E,±55.08,F,F,3.98 E,±0.96,2.52 E,±0.55,F,F,F,F
FROZEN YOGHURT,9C,Both,19 +  Years,19053,0.7,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,131.74 E,±43.56,75 E,±21.50,193 E,±59.18,F,F,F,F,1.17 E,±0.22,2.96 E,±0.67,F,F
FROZEN YOGHURT,9C,Male,9 -13 Years,2080,1.4,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,141.69 E,±46.95,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Male,14 -18 Years,2288,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Male,19 - 30 Years,1804,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Male,31 - 50 Years,2596,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Male,51 -70 Years,2550,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Male,71 + Years ,1520,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Male,19 +  Years,8470,0.6,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Female,9 -13 Years,1980,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Female,14 -18 Years,2277,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Female,19 - 30 Years,2017,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Female,31 - 50 Years,2755,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Female,51 -70 Years,3201,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Female,71 + Years ,2610,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN YOGHURT,9C,Female,19 +  Years,10583,0.7,0.66 E,±0.15,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,94.68 E,±16.81,74.4 E,±14.50,F,F,F,F,1.32,±0.21,1.17,±0.16,F,F,F,F
MILK ,10,Both,All ages,33343,82.8,260.87,±3.28,152.53,±3.55,658.59,±10.52,906.52,±15.85,5.78,±0.07,2.33,±0.08,14.04,±0.25,22.78,±0.41,315.19,±3.67,243.99,±2.96,731.98,±9.52,975.99,±14.09,6.98,±0.09,3.42,±0.06,16.27,±0.30,25.83,±0.45
MILK ,10,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
MILK ,10,Both,6 - 11 Months,191,47.7,271.29 E,±54.42,F,F,999.72 E,±198.37,F,F,29.28 E,±5.84,F,F,106.35 E,±21.32,F,F,569.02,±81.63,503.6 E,±95.47,F,F,F,F,61.42,±8.70,58.09,±9.48,F,F,F,F
MILK ,10,Both,1 Year,735,86,529.36,±26.15,491.87,±30.90,1044.24,±62.70,1280.97,±60.78,48.34,±2.44,46.12,±3.39,97.44,±5.62,117.1,±7.58,615.29,±25.76,562.09,±32.36,1097.82,±81.94,1326.7,±73.20,56.19,±2.42,52.85,±2.78,101.65,±5.76,124.47,±8.29
MILK ,10,Both,2 - 3 Years,1453,95.8,452.82,±12.90,370.74,±12.94,914.98,±46.44,1059.01,±30.79,30.93,±0.91,25.34,±0.99,61.12,±2.64,77.07,±3.65,472.66,±13.15,388.19,±18.12,928.15,±43.43,1064.78,±34.91,32.28,±0.93,26.75,±0.99,62.14,±2.94,77.64,±3.80
MILK ,10,Both,4 -8 Years,3238,94.6,402.22,±10.27,335.51,±11.31,808.23,±31.46,981.96,±37.13,17.68,±0.49,14.71,±0.40,35.94,±1.21,45.34,±3.00,425.06,±10.40,359.62,±10.07,834.76,±30.68,997.48,±41.02,18.68,±0.50,15.45,±0.46,36.81,±1.18,46.64,±2.97
MILK ,10,Both,9 -13 Years,4060,90.2,394.7,±9.43,297.59,±15.26,884.47,±28.23,1135.4,±43.34,9.58,±0.23,7.23,±0.27,21.81,±0.93,27.93,±1.03,437.49,±10.05,328.12,±10.32,925.21,±30.45,1202.26,±41.18,10.62,±0.25,8.02,±0.19,22.99,±1.06,28.92,±1.01
MILK ,10,Both,14 -18 Years,4565,81.1,367.87,±10.46,260.54,±12.78,879.57,±23.76,1215,±46.31,5.85,±0.17,4.02,±0.19,14.23,±0.45,19.11,±0.72,453.47,±11.85,349.94,±11.91,960.73,±41.26,1278.56,±46.47,7.22,±0.20,5.4,±0.17,15.46,±0.68,20.9,±0.88
MILK ,10,Both,19 - 30 Years,3821,79.3,266.54,±9.59,134.08,±11.53,701.91,±34.43,955.55,±42.32,3.78,±0.14,1.91,±0.21,9.94,±0.59,13.62,±0.59,336.24,±11.05,244,±5.29,785.85,±31.32,1029.06,±40.33,4.77,±0.16,3.37,±0.14,11.08,±0.53,14.63,±0.64
MILK ,10,Both,31 - 50 Years,5351,80.6,215.8,±6.82,106.44,±10.81,536.79,±20.68,773.46,±47.14,2.92,±0.09,1.4,±0.14,7.65,±0.28,10.71,±0.42,267.59,±8.00,191.56,±12.45,619.79,±34.02,886.51,±44.11,3.62,±0.11,2.55,±0.14,8.51,±0.33,11.35,±0.34
MILK ,10,Both,51 -70 Years,5751,81,190.99,±5.63,91.49,±7.29,504.12,±14.04,686.19,±28.94,2.56,±0.08,1.15,±0.09,6.87,±0.22,8.96,±0.40,235.7,±6.35,149.94,±8.95,551.16,±21.11,740.47,±29.51,3.16,±0.09,1.94,±0.11,7.44,±0.33,10.03,±0.42
MILK ,10,Both,71 + Years ,4130,89.9,221.84,±11.59,142.31,±6.39,523.69,±28.61,707.36,±61.86,3.21,±0.15,2.09,±0.10,7.75,±0.34,10.99,±0.83,246.81,±12.53,168.23,±9.00,561.25,±32.56,746.38,±78.43,3.57,±0.16,2.51,±0.11,7.99,±0.40,11.51,±0.88
MILK ,10,Both,0 -18 years,14290,87.2,394.65,±5.47,317.98,±6.16,884.47,±11.87,1124.45,±30.98,14.88,±0.28,8.44,±0.17,36.53,±1.01,54.21,±1.83,452.34,±5.71,365.98,±4.70,930.24,±18.70,1202.26,±29.03,17.05,±0.30,10.42,±0.23,39.5,±0.82,57.73,±1.33
MILK ,10,Both,19 +  Years,19053,81.4,220.65,±3.99,117.57,±5.93,563.67,±12.51,792.98,±24.45,3.04,±0.05,1.51,±0.07,7.86,±0.15,11.05,±0.22,271,±4.55,183.24,±5.09,638.84,±15.89,884.48,±20.74,3.73,±0.06,2.54,±0.07,8.67,±0.17,11.82,±0.29
MILK ,10,Male,9 -13 Years,2080,90.9,440.84,±14.25,340,±16.39,972.23,±32.27,1228.84,±53.72,10.57,±0.35,8.09,±0.29,24.44,±1.17,31.42,±1.68,485.03,±14.69,388.9,±21.25,996.36,±37.31,1278.13,±51.93,11.62,±0.37,8.89,±0.35,24.88,±0.86,32.11,±1.70
MILK ,10,Male,14 -18 Years,2288,83.5,438.53,±15.78,328.11,±17.28,1042.58,±67.43,1382.91,±76.23,6.55,±0.24,4.78,±0.25,15.25,±0.75,20.66,±1.44,525.31,±17.16,442.23,±20.33,1160.18,±64.77,1463.94,±82.66,7.84,±0.26,6.01,±0.25,16.74,±0.91,23,±1.51
MILK ,10,Male,19 - 30 Years,1804,76.9,278.62,±14.02,122 E,±21.50,716.61,±39.67,965.95,±63.52,3.6,±0.19,1.58,±0.25,8.9,±0.53,13.08,±0.74,362.4,±17.01,259.43,±16.42,792.87,±45.27,1076.48,±62.10,4.68,±0.23,3.47,±0.25,10.62,±0.63,14.09,±0.97
MILK ,10,Male,31 - 50 Years,2596,78.9,221.43,±11.05,89.78 E,±15.18,544.52,±38.05,884.48,±71.42,2.7,±0.14,1.03,±0.16,6.99,±0.37,10.16,±0.56,280.52,±12.98,207.7,±23.53,669.66,±51.82,945.62,±57.03,3.42,±0.16,2.49,±0.25,7.85,±0.54,11.02,±0.46
MILK ,10,Male,51 -70 Years,2550,79.4,194.36,±8.88,81.99,±9.72,527.09,±29.98,731.98,±37.99,2.35,±0.11,0.94,±0.12,6.28,±0.38,8.69,±0.28,244.88,±10.21,144.23,±13.69,606.56,±35.05,823.49,±48.95,2.96,±0.13,1.82,±0.15,7.27,±0.54,9.3,±0.59
MILK ,10,Male,71 + Years ,1520,89.5,240.35,±23.47,149.34,±10.47,571.75,±53.36,788.62 E,±148.15,3.1,±0.26,1.9,±0.18,7.55,±0.66,10.79,±1.72,268.66,±25.50,179.32,±13.62,602.21,±58.11,838.75 E,±178.11,3.46,±0.27,2.3,±0.18,7.78,±0.80,11.51 E,±1.93
MILK ,10,Male,19 +  Years,8470,79.5,228.54,±6.46,101.07,±9.56,589.06,±24.39,861.78,±37.03,2.84,±0.08,1.23,±0.12,7.34,±0.27,10.55,±0.36,287.3,±7.47,198.23,±12.48,670.99,±22.72,923.6,±37.61,3.57,±0.09,2.41,±0.13,8.45,±0.24,11.35,±0.30
MILK ,10,Female,9 -13 Years,1980,89.5,346.12,±12.79,253.26,±8.86,767.81,±34.55,1016.24,±74.26,8.55,±0.33,6.33,±0.29,18.85,±1.01,25.9,±0.97,386.67,±13.76,283.5,±18.42,801.73,±45.28,1079.02,±80.04,9.55,±0.35,7.23,±0.30,19.96,±1.44,26.22,±0.97
MILK ,10,Female,14 -18 Years,2277,78.7,293.76,±12.52,198.96,±19.41,747.63,±38.86,960.73,±45.44,5.13,±0.24,3.41,±0.28,12.74,±0.58,17.66,±0.77,373.5,±14.98,304.99,±20.05,808.24,±33.75,1009.44,±46.33,6.52,±0.30,4.84,±0.22,14.25,±0.73,19.17,±1.07
MILK ,10,Female,19 - 30 Years,2017,81.7,254.15,±12.83,142.49,±11.83,688.21,±59.37,948.02,±59.26,3.98,±0.20,2.3,±0.23,10.76,±0.80,14.47,±0.82,310.97,±14.45,221.56,±16.91,776.07,±56.67,987.58,±47.95,4.87,±0.23,3.34,±0.20,11.81,±0.82,14.79,±0.86
MILK ,10,Female,31 - 50 Years,2755,82.4,210.16,±8.21,121.98,±11.93,533.74,±24.78,738.96,±39.35,3.15,±0.12,1.76,±0.20,7.97,±0.43,11.15,±0.65,255.18,±9.29,183.63,±13.27,589.22,±34.90,808.36,±49.55,3.82,±0.14,2.65,±0.19,8.83,±0.39,12.27,±0.69
MILK ,10,Female,51 -70 Years,3201,82.6,187.75,±7.03,99.18,±11.22,488,±16.98,628.1,±23.11,2.77,±0.11,1.36,±0.13,7.1,±0.26,10.03,±0.67,227.21,±7.89,152.5,±11.64,518.65,±19.43,654.18,±45.15,3.35,±0.12,2.14,±0.16,7.67,±0.34,10.42,±0.47
MILK ,10,Female,71 + Years ,2610,90.2,208.21,±11.20,138,±7.85,500.15,±30.36,655.74,±64.49,3.29,±0.19,2.2,±0.14,7.88,±0.44,11.1,±1.23,230.87,±11.88,163.19,±10.34,523.69,±32.71,693.89,±78.92,3.65,±0.20,2.59,±0.12,8.22,±0.52,11.52,±1.35
MILK ,10,Female,19 +  Years,10583,83.2,213.04,±4.64,122,±2.77,533.79,±15.87,756.05,±25.62,3.23,±0.07,1.81,±0.09,8.19,±0.23,11.52,±0.38,255.98,±5.23,182.39,±6.24,591.72,±20.25,811.33,±36.07,3.89,±0.08,2.64,±0.09,9.02,±0.27,12.34,±0.40
"MILK, WHOLE",10A,Both,All ages,33343,12.4,35.39,±1.29,F,F,F,F,251.49,±10.03,1.28,±0.06,F,F,0.53 E,±0.13,4.52,±0.22,284.27,±7.96,228.75,±16.43,656.24,±27.92,907.66,±32.99,10.25,±0.44,3.43,±0.12,27.59,±2.21,56.01,±3.74
"MILK, WHOLE",10A,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, WHOLE",10A,Both,6 - 11 Months,191,34.5,203.46 E,±48.53,F,F,853.88 E,±220.89,F,F,21.97 E,±5.22,F,F,87.13 E,±21.74,F,F,590.46 E,±98.94,579.41 E,±143.74,F,F,F,F,63.75,±10.54,62.88 E,±13.40,F,F,F,F
"MILK, WHOLE",10A,Both,1 Year,735,55.3,335.2,±24.75,F,F,914.85,±48.39,1052.39,±80.31,30.79,±2.32,F,F,84.71,±4.41,100.6,±5.88,606.31,±32.93,553.96,±41.26,1031.28,±65.24,1224.74,±114.04,55.7,±3.08,53.87,±3.78,97.44,±5.44,110.87,±10.01
"MILK, WHOLE",10A,Both,2 - 3 Years,1453,29.8,140.67,±11.16,F,F,543.92,±42.21,732,±35.53,9.85,±0.79,F,F,37.57,±2.62,55.8,±5.12,472.51,±24.98,426.93,±32.59,945.34,±96.19,1098,±95.42,33.09,±1.80,28.47,±2.41,70.38,±6.02,84.1,±5.38
"MILK, WHOLE",10A,Both,4 -8 Years,3238,19.2,77.11,±7.38,F,F,304.99,±29.18,518.49,±40.45,3.62,±0.37,F,F,13.21,±1.33,22.94,±2.05,402.32,±27.65,304.99,±17.09,854,±129.22,1341.94,±194.65,18.89,±1.37,13.56,±1.06,44.36,±6.80,63.21,±6.74
"MILK, WHOLE",10A,Both,9 -13 Years,4060,11.7,35.73,±3.12,F,F,F,F,244,±18.09,0.93,±0.09,F,F,F,F,6.89,±0.88,305.79,±19.34,243.99,±14.98,671,±73.60,915.39,±83.36,7.92,±0.54,5.46,±0.67,17.64,±1.75,23.75,±3.16
