Number and types of applications by all account customers,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Metrics, ,,,,,,,,,,,
Calendar Month,Jul-21,,,,,,,,,,,
Account Customer,FR,DFL,TP,DLG,OS(W),OS(NPW),OS(P),OS(NPP),SIMS,OC1,OC2,Total
CROWN LAW SOLICITORS LLP,1,1,0,18,18,0,8,0,21,46,27,140
CROWN PROSECUTION SERVICE ( CPS ),0,0,0,133,0,0,0,0,0,21,7,161
CROYDON COUNCIL,0,0,0,0,0,0,0,0,0,5,0,5
CROYDON COUNCIL,0,0,0,2,0,0,0,0,0,36,1,39
CROYDON COUNCIL,0,0,0,0,0,0,0,0,0,1,0,1
CROYDON COUNCIL,0,0,0,0,0,0,0,0,0,22,0,22
CROYDON COUNCIL,0,0,0,0,0,0,0,0,0,7,0,7
CROYDON COUNCIL,0,0,0,0,0,0,0,0,0,80,0,80
CROYDON COUNCIL,0,0,0,0,0,0,0,0,0,28,13,41
CROYDON COUNCIL,0,0,0,0,0,0,0,0,0,4,0,4
CRS LAW LTD,0,0,0,0,0,0,0,0,0,25,0,25
CRUICKSHANKS,0,3,0,10,0,0,0,0,1,14,8,36
CRUSO & WILKIN,0,0,0,0,0,0,0,0,0,28,0,28
CRYSTAL LAW LIMITED,0,0,0,0,0,1,0,0,0,1,1,3
CRYSTAL LEGAL SERVICES LTD,0,0,0,0,0,0,0,0,0,393,0,393
CRYSTAL MORTGAGES LIMITED,0,0,0,0,0,0,0,0,0,314,0,314
CRYSTAL PALACE ESTATES LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
CS BLOCK MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,6,0,6
CS CONVEYANCING,0,0,0,5,0,0,0,0,0,5,2,12
CSC LEGAL CONSULTING LTD,0,0,0,0,0,0,0,0,0,26,0,26
CSK LEGAL LIMITED,0,0,0,0,0,0,0,0,0,2,0,2
CSN PROPERTIES LIMITED,0,0,0,0,0,0,0,0,0,7,0,7
CSP FAMILY LAW,0,0,0,1,0,0,0,0,0,1,0,2
CSSCK UK LTD,0,0,0,0,0,0,0,0,0,6,2,8
CTS ENVIRONMENTAL MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,1,0,1
CTT LAW LIMITED,2,0,0,19,0,0,0,0,0,0,0,21
CUBE LEGAL LTD,0,0,0,0,0,0,0,0,0,18,0,18
CUBIC RETAIL LIMITED,0,0,0,0,0,0,0,0,0,1,4,5
CUBICO LIMITED,0,0,0,0,0,0,0,0,0,0,1,1
CUE & CO LLP,0,0,0,0,0,0,0,0,0,1,0,1
CUFF-GOUGH,0,0,0,42,17,0,0,0,1,253,44,357
CULLIMORE DUTTON SOLICITORS,5,3,1,79,19,0,68,0,124,128,97,524
CUMBERLAND BUILDING SOCIETY,0,0,0,169,38,0,0,0,0,1,0,208
CUMBRIA CONSTABULARY,0,0,0,0,0,0,0,0,0,8,1,9
CUMBRIA COUNTY COUNCIL,0,0,0,2,0,0,0,0,2,138,24,166
CUMBRIA FAMILY LAW,0,0,0,1,0,0,0,0,0,1,1,3
CUMMINGS COMMERCIAL LTD,0,0,0,0,0,0,0,0,0,2,6,8
CUNNINGHAM BLAKE,0,4,0,17,0,0,0,0,0,4,2,27
CUNNINGTONS,9,9,7,195,152,0,9,0,8,334,198,921
CURLE STEWART LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
CURLING MOORE SOLS & ADVOCATES,0,0,0,0,0,0,0,0,0,1,0,1
CURRENCY EXCHANGE CORPORATION LTD,0,0,0,5,0,0,0,0,0,0,0,5
CURREY & CO LLP,2,0,2,13,0,0,0,0,1,86,27,131
CURRIE YOUNG LIMITED,0,0,0,0,0,0,0,0,0,0,1,1
CURRY POPECK,0,4,0,29,8,0,0,0,2,41,8,92
CURTIS & PARKER,0,0,0,0,0,0,0,0,0,2,0,2
CURTIS BANKS LIMITED,0,0,0,1,0,0,0,0,0,2,0,3
CURTIS LAW LLP INC CURTIS WHITEFORD CROCKER,3,3,4,65,60,0,10,0,8,146,70,369
CURTIS LAW SOLICITORS LLP (BLACKBURN),2,2,6,65,142,0,11,0,1,116,78,423
CURTIS LEGAL LTD,0,0,0,0,0,0,0,0,0,15,1,16
CURTIS PARKINSON,0,0,0,28,3,1,4,0,0,44,19,99
CURWENS,1,35,4,101,34,0,16,0,6,214,119,530
CURZON AND WEBB CHARTD SURVEYORS,0,0,0,0,0,0,0,0,0,1,0,1
CURZON GREEN SOLICITORS,0,3,2,21,11,0,1,0,20,57,24,139
CURZON SURVEYORS LIMITED,0,0,0,0,0,0,0,0,0,5,0,5
CUSSINS (NORTH EAST) LIMITED,0,0,0,0,0,0,0,0,0,6,0,6
CUTHBERTSONS,0,0,1,3,8,0,0,0,1,8,10,31
CVR GLOBAL LLP,0,0,0,0,0,0,0,0,0,19,1,20
CVS (UK) LIMITED,0,0,0,0,0,0,2,0,0,10,0,12
CVS LAW LTD,0,0,0,7,11,0,0,0,0,14,8,40
CW HARWOOD & CO,0,0,0,6,0,0,0,0,0,7,1,14
CWM & PARTNERS LLP,0,0,0,0,0,0,0,0,0,2,0,2
CYGNET FAMILY LAW,0,2,1,46,58,0,8,0,3,59,22,199
CYNERGY BANK LTD,0,0,0,51,0,0,0,0,0,538,5,594
CYNON TAF COMMUNITY HOUSING GROUP,0,0,0,0,0,0,0,0,0,1,0,1
Cyril Jones & Co,1,0,1,33,30,0,3,0,2,93,32,195
CYRIL LEONARD,0,0,0,0,0,0,0,0,0,0,7,7
CYRIL MORRIS ARKWRIGHT & CO,1,0,0,18,12,0,2,0,0,55,24,112
CYRIL SILVER & PARTNER LLP,0,0,0,0,0,0,0,0,0,3,0,3
CZERO HOME LIMITED,0,0,0,0,0,0,0,0,0,2,0,2
D & A SOLICITORS,1,0,1,4,5,0,2,0,0,9,3,25
D & B PROPERTY MANAGEMENT CO LTD,0,0,0,0,0,0,0,0,0,5,2,7
D & G FAMILY LAW LTD,0,0,0,0,0,0,0,0,0,3,0,3
D & S MANAGEMENT SERVICES LTD,0,0,0,0,1,0,0,0,0,3,1,5
D AND S LEGAL LTD,0,0,1,22,23,0,4,0,0,21,23,94
D BURKE & CO,0,0,0,2,0,0,0,0,0,9,4,15
D C KAYE & CO,2,1,1,48,26,0,2,0,0,108,55,243
D E STURGESS,0,0,0,1,0,0,0,0,0,4,0,5
D GRANGER ARCHITECT DESIGN LTD,0,0,0,0,0,0,0,0,0,6,0,6
D K MACBRYDE,0,0,0,1,0,0,0,0,1,1,0,3
D NOBLE LIMITED,0,0,0,0,0,0,0,0,0,5,0,5
D P CAMERON LIMITED,0,3,0,24,6,0,1,0,0,49,28,111
D R JAMES & SON,1,0,1,14,11,0,0,0,1,27,10,65
D W SOLICITORS,1,1,3,20,16,0,2,0,0,37,15,95
D&G BLOCK MANAGEMENT LIMITED,0,0,0,0,0,0,0,0,0,2,8,10
D5 ESTATE AGENTS LIMITED,0,0,0,0,0,0,0,0,0,2,0,2
DABORA CONWAY LTD,0,0,0,0,0,0,0,0,0,7,0,7
DAC BEACHCROFT,0,8,3,215,45,3,51,0,61,1026,226,1638
DACK PEARSON,0,0,0,0,0,3,0,0,0,3,0,6
DACK PROPERTY MANAGEMENT LIMITED,0,0,0,0,0,0,0,0,0,11,5,16
DACORUM BOROUGH COUNCIL,0,0,0,1,2,0,1,0,0,106,5,115
DAFFERNS LLP,0,0,0,0,0,0,0,0,0,7,0,7
DAINS LLP,0,0,0,0,0,0,0,0,0,1,0,1
DAJT PROPERTY LTD,0,0,0,0,0,0,0,0,0,1,1,2
DAKERS,0,3,0,12,8,0,0,0,0,12,5,40
DAKERS GREEN BRETT,0,0,0,27,13,0,4,0,0,108,36,188
DAKERS MARRIOTT SOLICITORS,0,0,1,10,7,0,1,0,0,22,7,48
DALCOUR MACLAREN LTD,0,0,0,0,0,0,0,0,0,1505,120,1625
DALE & DALE SOLICITORS LIMITED,0,0,0,0,0,0,0,0,0,36,0,36
DALE & NEWBERY,0,1,1,24,6,0,3,0,0,58,24,117
DALE AND CO SOLICITORS,6,0,2,19,9,2,5,0,2,27,12,84
DALES AND PEAKS PROPERTY LIMITED,0,0,0,0,0,0,0,0,0,7,0,7
DALEWORTH LTD T/A WINKWORTH,0,0,0,0,0,0,0,0,0,9,0,9
DALLAS & RICHARDSON SOLICITORS LTD,0,0,0,0,2,0,0,0,0,11,0,13
DALLOW & DALLOW,0,0,0,0,2,0,0,0,2,11,4,19
DALTON WARNER DAVIS LLP,0,0,0,0,0,0,0,0,0,0,7,7
DALTONS SOLICITORS,0,0,0,1,0,0,0,0,0,0,0,1
DAMIAN J PLANT & CO,0,0,0,5,0,0,0,0,0,5,3,13
DAMSONS ESTATE ADMINISTRATION LIMI,0,0,0,0,0,0,0,0,0,1,0,1
DANBAR SOLICITORS LIMITED,0,0,0,0,0,0,0,0,0,6,2,8
DANDARA LIMITED,0,0,0,0,0,0,0,0,0,23,2,25
DANDI LIVING LIMITED,0,0,0,0,0,0,0,0,0,2,3,5
DANIEL & BAKER SOLICITORS,1,0,0,6,10,0,2,0,0,26,10,55
DANIEL & EDWARDS,0,0,0,13,4,0,0,0,1,65,12,95
DANIEL & HULME,0,0,0,0,0,0,0,0,0,1914,1076,2990
DANIEL BELSHAM,0,0,0,0,0,0,0,0,0,3,4,7
DANIEL DAVID JAMES LIMITED,0,0,0,0,0,0,0,0,0,0,2,2
DANIEL FRANCIS SOLICITORS,0,0,0,1,0,0,0,0,0,2,1,4
DANIEL JOHNS LTD,0,0,0,0,0,0,0,0,0,1,0,1
DANIEL SOUTH,0,0,0,0,0,0,0,0,0,1,0,1
DANIEL WATNEY CHARTERED SURVEYORS,0,0,0,0,0,0,0,0,0,44,29,73
DANIEL WOODMAN & CO LIMITED,0,0,0,1,0,0,0,0,1,2,1,5
DANNY RICHARDSON SOLICITOR,0,0,0,1,0,0,0,0,0,0,0,1
DAOUD HIMMO,0,0,0,0,0,0,0,0,0,4,1,5
DARBY & DARBY,0,0,6,41,31,0,4,0,2,99,46,229
DARBY MOUNTBANK,0,0,0,0,0,0,0,0,0,1,5,6
DARLINGTON BOROUGH COUNCIL,0,0,0,14,2,0,0,0,0,45,12,73
DARLINGTON BUILDING SOCIETY,0,0,0,57,4,0,0,0,0,2,0,63
DARLINGTON HARDCASTLES,0,3,0,7,0,0,0,0,2,37,8,57
DARLINGTONS RESIDENTIAL LTD,0,0,0,0,0,0,0,0,0,2,0,2
DARRYL HOWELLS PLANNING CONSULTANC,0,0,0,0,0,0,0,0,0,11,0,11
DART LEGAL SERVICES,0,0,0,4,0,0,0,0,0,8,5,17
DARTFORD BOROUGH COUNCIL,0,0,0,0,0,0,0,0,0,94,6,100
DARTFORD BOROUGH COUNCIL,0,0,0,0,0,0,0,0,0,20,0,20
DARTFORD LEGAL SERVICES LTD,0,1,0,17,0,0,0,0,0,1,0,19
DARTMOOR NATIONAL PARK DEVON COUNTY COUNCIL,0,0,0,0,0,0,0,0,0,6,0,6
DARTON LAW LIMITED,0,0,0,5,1,0,1,0,0,17,8,32
DARWIN BOWIE LTD,2,0,1,13,13,0,0,0,2,55,15,101
DARWIN GRAY LLP,0,2,0,15,28,0,2,0,8,78,17,150
DAS ACCOUNTING SERVICES LTD,0,0,0,0,0,0,0,0,0,5,0,5
DAS LAW LIMITED,0,0,0,0,0,0,0,0,0,233,55,288
DASSAUR SOLICITORS,0,1,0,5,9,0,0,0,0,12,2,29
DATUM BUILDING CONSULTANCY LTD,0,0,0,0,0,0,0,0,0,1,1,2
DAVENHAM ASSET FINANCE LIMITED,0,0,0,0,0,0,0,0,0,90,1,91
DAVENHAM PORTFOLIO MANAGEMENT LTD,0,0,0,0,0,0,0,0,0,1,0,1
DAVENPORT & SCOTT,0,0,2,5,2,0,3,0,0,33,13,58
DAVENTRY DISTRICT COUNCIL,0,0,0,0,0,0,0,0,0,42,2,44
DAVEY LAW LTD,1,2,0,21,21,0,1,0,2,54,29,131
DAVID & ROY THOMAS & CO,0,0,1,7,8,0,0,0,1,29,11,57
DAVID & SNAPE,2,1,1,45,46,0,5,0,16,92,26,234
DAVID ALLEN ACCOUNTANTS,0,0,0,1,0,0,0,0,0,28,0,29
DAVID ALLEN FINANCIAL SERVICES,0,0,0,1,0,0,0,0,0,0,0,1
DAVID AULD & CO,0,1,0,21,18,0,0,0,1,36,19,96
David Barney & Co,1,0,2,34,14,0,1,0,1,75,36,164
DAVID BENSON SOLICITORS,0,0,0,4,2,0,0,0,0,12,1,19
DAVID BUNN & CO,1,2,4,105,95,0,7,0,12,188,84,498
DAVID BURR CLARE LIMITED,0,0,0,0,0,0,0,0,0,25,1,26
DAVID BURR WOOLPIT LTD,0,0,0,0,0,0,0,0,0,14,0,14
DAVID CARTWRIGHT & COMPANY,0,0,0,1,0,0,0,0,0,2,0,3
DAVID CHARLES PROPERTY CONSULTANTS,0,0,0,0,0,0,0,0,0,25,15,40
DAVID COLEMAN LIMITED,0,0,0,0,0,0,0,0,0,26,9,35
DAVID CONWAY & CO,0,0,0,3,0,0,3,0,0,8,0,14
DAVID COOPER ASSOCIATES,0,0,0,0,0,0,0,0,0,2,0,2
DAVID COSBY LIMITED,0,0,0,0,0,0,0,0,0,21,1,22
DAVID DEDMAN,0,0,0,0,0,0,0,0,0,18,1,19
DAVID EBERT,0,3,1,49,35,0,4,0,1,62,40,195
DAVID FITNESS & CO LTD,0,0,0,0,0,0,0,0,0,2,1,3
DAVID GARNER,0,0,0,1,0,0,0,0,0,1,0,2
DAVID GOODMAN & CO,0,0,0,0,1,0,0,0,0,0,0,1
DAVID GRAY SOLICITORS,1,2,1,54,22,0,4,0,1,22,8,115
DAVID ISAACS,0,0,0,0,0,0,0,0,0,0,3,3
DAVID J BIRN,0,0,0,0,0,0,1,0,0,1,0,2
DAVID J FOSTER & CO,0,0,2,12,9,0,2,0,0,23,13,61
DAVID J POWELL SURVEYS LIMITED,0,0,0,0,0,0,0,0,0,48,71,119
DAVID JAMES & COMPANY,1,0,0,8,3,0,0,0,1,15,6,34
DAVID JAMES & PARTNERS LIMITED,0,0,0,0,0,0,0,0,0,63,3,66
DAVID JONES (SOLICITORS) LTD,0,0,0,8,6,0,0,0,2,20,3,39
DAVID L WALKER LTD,0,0,0,0,0,0,0,0,0,83,12,95
DAVID LOCK ASSOCIATES LTD,0,0,0,0,0,0,0,0,0,11,0,11
DAVID MATZDORF,0,0,0,0,0,0,0,0,0,3,55,58
DAVID MAYCOX & CO,0,0,0,0,0,0,0,0,0,22,0,22
DAVID MENZIES ASSOCIATES,0,0,0,0,0,0,0,0,0,0,6,6
DAVID MORGAN JONES,0,3,0,20,7,0,2,0,1,38,13,84
DAVID OSMAN LTD,0,0,0,0,0,0,0,0,0,1,0,1
DAVID PROSSER & CO,1,0,0,22,26,0,2,0,3,72,27,153
DAVID ROSE ASSOCIATES LTD,0,0,0,0,0,0,0,0,0,2,0,2
DAVID RUBIN & PARTNERS LTD,0,0,0,1,0,0,0,0,0,1,0,2
DAVID RUSSELL TURNER,0,0,0,0,0,0,0,0,0,1,0,1
DAVID SANDERS & CO,0,0,0,5,8,0,0,0,0,7,2,22
DAVID SAYER CONSULTANCY LIMITED,0,0,0,0,0,0,0,0,0,4,0,4
DAVID SHAW LEGAL,0,0,0,1,0,0,0,0,1,6,2,10
DAVID SHINE & KHARBANDA,0,1,0,25,11,0,0,0,1,65,14,117
DAVID SMALL,0,0,0,0,0,0,0,0,0,5,3,8
DAVID STREET & CO,0,0,0,0,0,0,0,0,0,1,0,1
DAVID TAGG & CO,0,2,1,8,6,0,5,0,0,27,10,59
DAVID TANG & CO,0,0,0,3,2,0,1,0,0,13,3,22
DAVID TANNEN SERVICES LIMITED,0,0,0,1,0,0,0,0,0,2,1,4
DAVID TOOGOOD & CO LTD,0,0,0,0,0,0,0,0,0,2,5,7
DAVID W HARRIS & CO,2,2,2,46,40,0,2,0,0,122,48,264
DAVID WALKER COMMERCIAL LIMITED,0,0,0,0,0,0,0,0,0,4,1,5
DAVID WARREN JONES,0,0,1,6,2,0,3,0,7,22,2,43
DAVID WATKINS,1,0,0,21,3,0,0,0,0,7,0,32
DAVID WILSON HOMES,0,0,0,0,0,0,0,0,0,19,2,21
DAVID WRIGLEY,0,0,0,0,0,0,0,0,0,1,0,1
DAVID WYLD & CO SOLICITORS,0,0,0,0,0,0,0,0,0,2,1,3
DAVID ZETLAND SETTLEMENT TRUST,0,0,0,1,0,0,0,0,0,14,1,16
DAVIDSON & ROBERTSON LTD,0,0,0,0,0,0,0,0,0,2,0,2
DAVIDSON MAHON SOLICITORS,0,0,0,6,0,0,0,0,0,15,2,23
DAVIDSON MERALI & CO,0,0,0,1,0,0,0,0,0,1,2,4
DAVIDSONS DEVELOPMENTS LTD,0,0,0,0,0,0,0,0,0,51,6,57
DAVIES & CO,0,0,0,0,0,0,0,0,0,5,0,5
DAVIES & PARTNERS,2,6,32,118,61,3,62,0,20,294,134,732
DAVIES AND CO CHARTERED SURVEYORS,0,0,0,0,0,0,0,0,0,3,0,3
DAVIES BLUNDEN & EVANS,0,2,1,27,17,0,3,0,5,61,30,146
DAVIES INGRAM & HARVEY,1,0,0,13,9,0,1,0,1,33,10,68
DAVIES PRICHARD & WETHERILL,2,0,0,11,9,0,0,0,0,32,5,59
DAVINA KIRBY & CO,0,0,0,0,0,0,0,0,0,2,0,2
DAVIS & BOWRING LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
DAVIS & CO PROPERTY LAWYERS LTD,0,2,0,8,13,0,9,0,0,34,21,87
DAVIS BLANK FURNISS,0,5,0,67,74,0,19,0,6,163,54,388
DAVIS BLANK FURNISS,3,1,1,35,31,0,11,0,2,73,21,178
DAVIS BROWN LIMITED,0,0,0,0,0,0,0,0,0,2,7,9
DAVIS COFFER LYONS LTD,0,0,0,0,0,0,0,0,0,52,27,79
DAVIS GREGORY LIMITED,0,1,0,15,2,0,2,0,2,58,21,101
DAVIS MEADE PROPERTY CONSULTANTS,0,0,0,0,0,0,0,0,0,11,2,13
DAVIS SIMMONDS & DONAGHEY,0,0,0,0,0,0,0,0,0,8,1,9
DAVIS TATE LTD,0,0,0,0,0,0,0,0,0,132,0,132
DAVIS WOOLFE LIMITED,0,0,0,1,0,0,0,0,0,3,2,6
DAVIS-LAW ASSOCIATES,0,0,0,5,3,0,1,0,0,7,2,18
DAVISONS SOLICITORS,3,36,62,552,725,1,466,0,24,1048,635,3552
Davitt Jones & Bould Limited,0,0,2,27,6,0,16,0,15,57,22,145
DAVTA LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
DAWN SOLICITORS LTD,0,0,0,2,5,0,0,0,0,10,2,19
DAWSON AND BURGESS,0,0,0,27,32,0,4,0,5,71,25,164
DAWSON CORNWELL,0,0,0,7,6,1,0,0,0,39,9,62
DAWSON HART & CO,2,1,2,47,3,0,1,0,0,14,11,81
DAWSON RADFORD LIMITED,0,0,2,24,5,0,5,0,2,26,14,78
DAWSON SOLICITORS,0,1,0,2,1,0,0,0,0,3,3,10
DAYLIGHT PROTECT LIMITED,0,0,0,0,0,0,0,0,0,297,180,477
DB LAW,3,1,1,25,17,0,4,0,9,53,19,132
DBP LAW LTD,0,0,0,0,0,0,0,0,0,3,0,3
DC LAW,10,9,14,698,877,0,119,0,33,1740,1165,4665
DC LEGAL SERVICES LIMITED,0,1,0,3,0,0,0,0,0,11,5,20
DCB LEGAL LTD,0,0,0,2,0,0,0,0,0,13,0,15
DDE LAW SOLICITORS,0,0,0,2,5,0,0,0,0,10,0,17
DDG PROPERTIES (WH) LIMITED,0,0,0,0,0,0,0,0,0,7,6,13
DDM AGRICULTURE LIMITED,0,0,0,0,0,0,0,0,0,58,4,62
DE CRUZ SOLICITORS,0,0,0,0,0,0,0,0,0,20,1,21
DE LAGE LANDEN LEASING LIMITED,0,0,0,0,0,0,0,0,0,5,0,5
DE POL ASSOCIATES LTD,0,0,0,0,0,0,0,0,0,1,0,1
DE TRAFFORD & PALATINE ESTATES LTD,0,0,0,0,0,0,0,0,0,0,1,1
DE VERE INTELLICA LTD,0,0,0,0,0,0,0,0,0,193,0,193
DE VILLIERS COMMERCIAL SURVEYORS,0,0,0,0,0,0,0,0,0,41,37,78
DEAD GOOD WILLS LTD,0,0,0,0,0,0,0,0,0,1,0,1
DEAL & DISPUTES SOLICITORS LLP,0,0,0,0,0,0,0,0,0,0,1,1
DEAN CONSULTING LTD,0,0,0,0,0,0,0,0,0,2,0,2
DEAN MANSON SOLICITORS,0,1,0,1,1,0,0,0,0,3,0,6
DEAN WILSON LAING,1,17,2,207,47,12,24,0,17,364,126,817
DEANFIELD HOMES LIMITED,0,0,0,0,0,0,0,0,0,21,4,25
DEBENHAMS OTTAWAY,2,9,1,72,38,2,12,0,2,241,107,486
DEBIDINS,1,2,0,0,4,0,0,0,0,7,7,21
DEBORAH J HOBAN,1,0,2,73,81,1,8,0,0,108,36,310
DEBORAH REYNOLDS AND COMPANY,2,0,0,8,1,0,0,0,1,39,7,58
DEBT GURU LTD,0,0,0,0,0,0,0,0,0,36,0,36
DEBT MOVEMENT UK LTD,0,0,0,1,0,0,0,0,0,10,0,11
DEBTFOCUS,0,0,0,6,0,0,0,0,0,0,0,6
DEBTFOCUS BUSIN RECOV & INSOLV LTD,0,0,0,0,0,0,0,0,0,6,0,6
DEBTFREE4ME LIMITED,0,0,0,1,0,0,0,0,0,7,0,8
DECHERT LLP,0,1,0,3,2,0,0,0,0,15,2,23
DECIDEBLOOM LIMITED,0,0,0,0,8,0,0,0,0,0,0,8
DECIMUS FEARON SOLICITORS,0,3,0,29,30,1,8,0,1,33,16,121
DECIMUS INVESTMENTS LIMITED,0,0,0,0,0,0,0,0,0,3,1,4
DEE AND GRIFFIN,7,5,7,181,149,1,11,0,1,352,153,867
DEE ATKINSON & HARRISON,0,0,0,0,0,0,0,0,0,1,0,1
DEED OF TRUST LIMITED,0,0,0,0,0,0,0,0,0,39,0,39
DEEDSAFE WILLS & LEGAL SERVICES,0,0,0,0,0,0,0,0,0,8,0,8
DEELEY HOMES LTD,0,0,0,0,0,0,0,0,0,6,0,6
DEEN & CO SOLICITORS,0,0,0,0,0,0,0,0,0,1,0,1
DEFRA,0,0,0,0,0,0,0,0,0,23,0,23
DEFRIES & ASSOCIATES LTD,0,0,0,0,0,0,0,0,0,3,6,9
DELOITTE LLP,0,0,0,0,0,0,0,0,0,6,0,6
DELOITTE LLP,0,0,0,0,0,0,0,0,0,1,0,1
DELOITTE LLP,0,0,0,0,0,0,0,0,0,14,2,16
DELVA PATMAN REDLER LLP,0,0,0,0,0,0,0,0,0,176,54,230
DEMIPOWER LIMITED,0,1,0,0,0,0,0,0,0,5,0,6
DEMPSTER MANAGEMENT SERVICES LTD,0,0,0,0,0,0,0,0,0,2,9,11
DENATH & CO,0,0,0,1,1,0,0,0,0,1,0,3
DENBIGHSHIRE COUNTY COUNCIL,0,0,0,0,0,0,0,0,0,10,0,10
DENBIGHSHIRE COUNTY COUNCIL,0,0,0,0,0,0,0,0,0,1,0,1
DENBIGHSHIRE COUNTY COUNCIL,0,0,0,2,3,0,0,0,0,30,2,37
DENBY & CO,1,0,0,26,22,0,0,0,1,35,12,97
DENDROW LIMITED,0,0,0,0,0,0,0,0,0,3,0,3
DENFORDS PROPERTY MANAGEMENT,0,0,0,0,0,0,0,0,0,2,3,5
DENHAMS SOLICITORS,0,1,0,1,1,0,0,0,0,10,6,19
DENNEY KING CONSULTANTS LIMITED,0,0,0,0,0,0,0,0,0,6,3,9
DENNING LEGAL LTD,0,0,0,1,0,0,0,0,0,0,0,1
DENNIS REED LIMITED,0,0,0,1,0,0,0,0,0,34,7,42
DENNIS RICE MEDIA LIMITED,0,0,0,0,0,0,0,0,0,0,1,1
DENNIS RYE LIMITED,0,0,0,0,0,0,0,0,0,1,0,1
DENTON PROPERTY LAW LIMITED,0,0,0,2,3,0,0,0,1,10,5,21
DENTONS UKMEA LLP,0,27,1,98,178,9,35,1,16,641,185,1191
DEO VOLENTE LEGAL LLP,3,3,2,68,3,0,0,0,0,32,5,116
DEPARTMENT OF HEALTH,0,0,0,0,0,0,0,0,0,1,0,1
DERBY CITY COUNCIL,0,0,0,11,10,0,2,0,1,216,25,265
DERBYSHIRE COUNTY COUNCIL,0,0,0,2,0,0,1,0,0,109,2,114
DERBYSHIRE DALES D C,0,0,0,0,0,0,0,0,4,32,12,48
DERBYSHIRE FIRE & RESCUE SERVICE,0,0,0,0,0,0,0,0,0,5,0,5
DERBYSHIRE HOME LOANS LIMITED,0,0,0,66,0,0,0,0,0,0,0,66
DERBYSHIRE LEGAL SERVICES LTD,3,1,3,31,0,0,0,0,1,20,9,68
DERBYSHIRE POLICE AUTHORITY,0,0,0,2,0,0,0,0,0,1,3,6
DEREK MICHAEL MORRIS,0,0,0,0,0,0,0,0,0,2,1,3
DEREK R ADKINS,2,0,0,14,1,0,0,0,0,6,0,23
DERRICK BRIDGES & CO,0,1,0,26,12,0,3,0,1,89,30,162
DERRICK WADE WATERS LTD,0,0,0,0,0,0,0,0,0,30,11,41
DERWENT HOUSING ASSOC LIMITED,0,0,0,0,0,0,0,0,0,6,17,23
DERWENT LONDON PLC,0,0,0,0,0,0,0,0,0,2,0,2
DESIGN ON TOAST LTD,0,0,0,0,0,0,0,0,0,6,1,7
DESMOND BANKS,0,0,0,0,0,0,0,0,0,0,1,1
DESMOND G BOYDEN,0,0,0,0,0,0,0,0,0,1,1,2
DETON SOLICITORS,0,0,0,2,5,0,0,0,0,22,2,31
DEUS NEXUS SOLICITORS LTD,0,0,0,0,0,0,0,0,0,2,0,2
DEVELOPER SUPPORT LTD,0,0,0,0,0,0,0,0,0,2,2,4
DEVELOPMENT AND LIGHT CONSULTANCY,0,0,0,0,0,0,0,0,0,6,2,8
DEVEREUX & CO SOLICITORS,0,1,0,8,5,0,0,0,0,39,14,67
DEVINE HOMES PLC,0,0,0,0,0,0,0,0,0,6,2,8
DEVINE LAW,0,0,1,11,12,0,3,0,0,26,13,66
DEVON & CORNWALL CONSTABULARY,0,0,0,0,0,1,0,0,0,7,0,8
DEVON BLOCK MANAGEMENT LIMITED,0,0,0,0,0,0,0,0,0,2,1,3
DEVON COUNTY COUNCIL,0,0,0,9,0,15,1,0,0,326,13,364
DEVON LAW,0,0,1,0,0,0,1,0,0,5,5,12
DEVON LETTINGS LIMITED,0,0,0,0,0,0,0,0,0,15,0,15
DEVONALDS,6,0,4,135,123,0,14,0,6,232,85,605
DEVONSHIRES,5,32,49,1341,1733,0,291,0,55,3856,824,8186
DEVTEC PROPERTIES LIMITED,0,0,0,0,0,0,0,0,0,6,10,16
DEWAR HOGAN,0,0,0,0,0,0,0,0,0,22,6,28
DEXTER MONTAGUE LLP,1,1,2,63,37,0,2,0,1,98,53,258
DEZREZLEGAL LIMITED,3,2,2,133,6,0,4,0,1,29,25,205
DF LEGAL LLP,4,0,2,47,30,0,16,0,2,119,58,278
DFA Law,2,1,2,44,27,0,8,0,15,111,45,255
DFS TRADING LTD,0,0,0,0,0,0,2,0,0,5,0,7
DG LAW,0,0,0,5,4,0,1,0,1,16,10,37
DGPS PARTNERSHIP LLP,0,0,0,0,0,0,0,0,0,18,1,19
DGR LAW,0,0,0,0,0,0,0,0,0,2,0,2
DHL SUPPLY CHAIN LIMITED,0,0,0,0,2,0,0,0,0,5,2,9
DIAMOND WILLS & EST PLANNING LTD,0,0,0,0,0,0,0,0,0,1,1,2
DIBBENS SOLICITORS,0,0,0,7,3,0,0,0,1,19,9,39
