met type,date,mean/sum,min,max,%complete,comments
Wind speed,03/01/2010,0.3,,0.3,100,
Wind speed,04/01/2010,0.3,,0.3,100,
Wind speed,05/01/2010,0.3,,0.3,100,
Wind speed,06/01/2010,0.3,,0.3,100,
Wind speed,07/01/2010,0.46,,1.0,100,
Wind speed,08/01/2010,0.66,,2.5,100,
Wind speed,09/01/2010,0.86,,2.0,100,
Wind speed,10/01/2010,2.73,,3.7,100,
Wind speed,11/01/2010,0.3,,0.3,100,
Wind speed,12/01/2010,0.3,,0.3,100,
Wind speed,13/01/2010,0.3,,0.3,100,
Wind speed,14/01/2010,0.3,,0.3,100,
Wind speed,15/01/2010,0.3,,0.3,100,
Wind speed,16/01/2010,0.3,,0.3,100,
Wind speed,17/01/2010,0.3,,0.3,100,
Wind speed,18/01/2010,0.3,,0.3,100,
Wind speed,19/01/2010,0.3,,0.3,100,
Wind speed,20/01/2010,0.3,,0.3,100,
Wind speed,21/01/2010,0.3,,0.3,100,
Wind speed,22/01/2010,0.3,,0.3,100,
Wind speed,23/01/2010,0.3,,0.3,100,
Wind speed,24/01/2010,0.3,,0.3,100,
Wind speed,25/01/2010,0.3,,0.3,100,
Wind speed,26/01/2010,0.3,,0.3,100,
Wind speed,27/01/2010,0.3,,0.3,100,
Wind speed,28/01/2010,0.3,,0.3,100,
Wind speed,29/01/2010,0.3,,0.3,100,
Wind speed,30/01/2010,0.3,,0.3,100,
Wind speed,31/01/2010,0.3,,0.3,100,
Wind speed,01/02/2010,0.3,,0.3,100,
Wind speed,02/02/2010,0.3,,0.3,100,
Wind speed,03/02/2010,0.3,,0.3,100,
Wind speed,04/02/2010,0.3,,0.3,100,
Wind speed,05/02/2010,0.3,,0.3,100,
Wind speed,06/02/2010,0.63,,1.9,100,
Wind speed,07/02/2010,0.7,,1.7,100,
Wind speed,08/02/2010,0.3,,0.3,100,
Wind speed,09/02/2010,0.3,,0.3,100,
Wind speed,10/02/2010,0.3,,0.3,100,
Wind speed,11/02/2010,0.79,,2.5,100,
Wind speed,12/02/2010,0.87,,2.7,100,
Wind speed,13/02/2010,1.06,,2.7,100,
Wind speed,14/02/2010,0.65,,1.3,100,
Wind speed,15/02/2010,0.3,,0.3,100,
Wind speed,16/02/2010,0.3,,0.3,100,
Wind speed,17/02/2010,0.3,,0.3,100,
Wind speed,18/02/2010,0.3,,0.3,100,
Wind speed,19/02/2010,0.3,,0.3,100,
Wind speed,20/02/2010,0.7,,2.0,100,
Wind speed,21/02/2010,0.58,,1.9,100,
Wind speed,22/02/2010,0.3,,0.3,100,
Wind speed,23/02/2010,0.3,,0.3,100,
Wind speed,24/02/2010,0.3,,0.3,100,
Wind speed,25/02/2010,0.3,,0.3,100,
Wind speed,26/02/2010,0.3,,0.3,100,
Wind speed,27/02/2010,0.3,,0.3,100,
Wind speed,28/02/2010,0.3,,0.3,100,
Wind speed,01/03/2010,0.3,,0.3,100,
Wind speed,02/03/2010,0.46,,1.8,100,
Wind speed,03/03/2010,0.59,,1.2,100,
Wind speed,04/03/2010,0.73,,1.7,100,
Wind speed,05/03/2010,1.15,,3.0,100,
Wind speed,06/03/2010,0.81,,1.6,100,
Wind speed,07/03/2010,0.92,,2.3,100,
Wind speed,08/03/2010,0.88,,2.4,100,
Wind speed,09/03/2010,0.78,,2.0,100,
Wind speed,10/03/2010,0.82,,1.9,100,
Wind speed,11/03/2010,1.25,,2.7,100,
Wind speed,12/03/2010,1.93,,4.4,100,
Wind speed,13/03/2010,1.56,,2.9,100,
Wind speed,14/03/2010,1.62,,3.7,100,
Wind speed,15/03/2010,2.24,,3.7,100,
Wind speed,16/03/2010,1.17,,2.1,100,
Wind speed,17/03/2010,2.13,,3.1,100,
Wind speed,18/03/2010,3.2,,5.3,100,
Wind speed,19/03/2010,3.64,,5.7,100,
Wind speed,20/03/2010,0.67,,2.3,100,
Wind speed,21/03/2010,1.35,,2.8,100,
Wind speed,22/03/2010,2.63,,4.9,100,
Wind speed,23/03/2010,0.85,,2.9,100,
Wind speed,24/03/2010,1.16,,3.3,100,
Wind speed,25/03/2010,1.31,,2.0,100,
Wind speed,26/03/2010,0.7,,3.4,100,
Wind speed,27/03/2010,0.3,,0.3,100,
Wind speed,28/03/2010,0.3,,0.3,100,
Wind speed,29/03/2010,0.3,,0.3,100,
Wind speed,30/03/2010,0.3,,0.3,100,
Wind speed,31/03/2010,0.46,,4.2,100,
Wind speed,01/04/2010,0.85,,3.5,100,
Wind speed,02/04/2010,0.95,,2.9,100,
Wind speed,03/04/2010,0.45,,1.3,100,
Wind speed,04/04/2010,1.09,,2.3,100,
Wind speed,05/04/2010,3.07,,4.7,100,
Wind speed,06/04/2010,3.35,,5.1,100,
Wind speed,07/04/2010,1.14,,2.5,100,
Wind speed,08/04/2010,1.6,,3.2,100,
Wind speed,09/04/2010,0.78,,2.2,100,
Wind speed,10/04/2010,1.01,,1.9,100,
Wind speed,11/04/2010,1.55,,2.7,100,
Wind speed,12/04/2010,1.2,,2.6,96,
Wind speed,13/04/2010,2.17,,3.7,100,
Wind speed,14/04/2010,1.2,,2.8,100,
Wind speed,15/04/2010,1.15,,2.6,100,
Wind speed,16/04/2010,1.55,,2.9,100,
Wind speed,17/04/2010,1.88,,3.8,100,
Wind speed,18/04/2010,1.15,,2.6,100,
Wind speed,19/04/2010,0.88,,2.5,100,
Wind speed,20/04/2010,1.82,,4.4,100,
Wind speed,21/04/2010,1.7,,4.0,100,
Wind speed,22/04/2010,1.43,,2.7,100,
Wind speed,23/04/2010,1.18,,2.5,100,
Wind speed,24/04/2010,1.17,,2.7,100,
Wind speed,25/04/2010,1.15,,2.4,100,
Wind speed,26/04/2010,0.88,,3.2,100,
Wind speed,27/04/2010,1.27,,3.0,100,
Wind speed,28/04/2010,1.91,,4.1,100,
Wind speed,29/04/2010,0.44,,1.7,100,
Wind speed,30/04/2010,0.3,,0.3,100,
Wind speed,01/05/2010,0.35,,1.0,100,
Wind speed,02/05/2010,0.47,,1.8,100,
Wind speed,03/05/2010,1.14,,3.7,100,
Wind speed,04/05/2010,1.03,,2.2,100,
Wind speed,05/05/2010,0.6,,1.8,100,
Wind speed,06/05/2010,1.54,,3.7,100,
Wind speed,07/05/2010,1.48,,4.1,100,
Wind speed,08/05/2010,1.37,,4.1,100,
Wind speed,09/05/2010,0.82,,2.3,100,
Wind speed,10/05/2010,0.35,,0.8,100,
Wind speed,11/05/2010,0.65,,2.0,100,
Wind speed,12/05/2010,1.13,,2.8,100,
Wind speed,13/05/2010,1.53,,3.0,100,
Wind speed,14/05/2010,0.49,,1.4,100,
Wind speed,15/05/2010,1.65,,3.6,100,
Wind speed,16/05/2010,1.28,,2.7,100,
Wind speed,17/05/2010,1.24,,2.3,100,
Wind speed,18/05/2010,1.26,,2.4,100,
Wind speed,19/05/2010,1.18,,2.5,100,
Wind speed,20/05/2010,0.86,,2.7,100,
Wind speed,21/05/2010,1.16,,2.3,100,
Wind speed,22/05/2010,1.7,,3.0,100,
Wind speed,23/05/2010,1.99,,3.8,100,
Wind speed,24/05/2010,1.17,,2.7,100,
Wind speed,25/05/2010,0.56,,1.7,100,
Wind speed,26/05/2010,0.56,,1.4,100,
Wind speed,27/05/2010,0.77,,3.1,100,
Wind speed,28/05/2010,1.57,,3.3,100,
Wind speed,29/05/2010,0.34,,1.2,100,
Wind speed,30/05/2010,0.48,,4.0,100,
Wind speed,31/05/2010,1.1,,2.4,100,
Wind speed,01/06/2010,0.79,,1.7,100,
Wind speed,02/06/2010,1.51,,3.2,100,
Wind speed,03/06/2010,1.39,,3.1,100,
Wind speed,04/06/2010,1.65,,3.1,100,
Wind speed,05/06/2010,1.39,,2.5,100,
Wind speed,06/06/2010,0.71,,2.1,100,
Wind speed,07/06/2010,0.3,,0.3,100,
Wind speed,08/06/2010,0.3,,0.3,100,
Wind speed,09/06/2010,0.38,,2.2,100,
Wind speed,10/06/2010,0.3,,0.3,100,
Wind speed,11/06/2010,1.2,,3.1,100,
Wind speed,12/06/2010,1.46,,3.5,100,
Wind speed,13/06/2010,0.37,,1.3,100,
Wind speed,14/06/2010,1.07,,3.4,100,
Wind speed,15/06/2010,1.25,,2.5,100,
Wind speed,16/06/2010,1.22,,2.4,100,
Wind speed,17/06/2010,1.25,,2.3,100,
Wind speed,18/06/2010,0.82,,2.9,100,
Wind speed,19/06/2010,1.53,,4.5,100,
Wind speed,20/06/2010,1.44,,2.8,100,
Wind speed,21/06/2010,1.09,,2.8,100,
Wind speed,22/06/2010,1.47,,3.3,100,
Wind speed,23/06/2010,0.5,,2.3,100,
Wind speed,24/06/2010,0.42,,1.2,100,
Wind speed,25/06/2010,0.93,,2.2,100,
Wind speed,26/06/2010,1.02,,3.2,100,
Wind speed,27/06/2010,1.09,,3.0,100,
Wind speed,28/06/2010,1.4,,3.3,100,
Wind speed,29/06/2010,1.11,,2.7,100,
Wind speed,30/06/2010,1.17,,2.1,100,
Wind speed,01/07/2010,0.79,,2.9,100,
Wind speed,02/07/2010,1.43,,3.5,100,
Wind speed,03/07/2010,0.65,,2.9,100,
Wind speed,04/07/2010,0.79,,4.2,100,
Wind speed,05/07/2010,0.71,,3.1,100,
Wind speed,06/07/2010,0.63,,3.1,100,
Wind speed,07/07/2010,0.3,,0.3,100,
Wind speed,08/07/2010,0.3,,0.3,100,
Wind speed,09/07/2010,0.66,,3.7,100,
Wind speed,10/07/2010,0.68,,2.6,100,
Wind speed,11/07/2010,0.39,,1.6,100,
Wind speed,12/07/2010,0.4,,1.3,100,
Wind speed,13/07/2010,0.58,,2.8,100,
Wind speed,14/07/2010,0.7,,2.7,100,
Wind speed,15/07/2010,0.48,,2.7,100,
Wind speed,16/07/2010,0.34,,1.3,100,
Wind speed,17/07/2010,0.38,,1.3,100,
Wind speed,18/07/2010,0.63,,2.6,100,
Wind speed,19/07/2010,0.3,,0.3,100,
Wind speed,20/07/2010,0.3,,0.3,100,
Wind speed,21/07/2010,0.31,,0.5,100,
Wind speed,22/07/2010,0.38,,1.2,100,
Wind speed,23/07/2010,0.72,,1.5,100,
Wind speed,24/07/2010,0.89,,2.5,100,
Wind speed,25/07/2010,0.49,,2.2,100,
Wind speed,26/07/2010,1.06,,2.2,100,
Wind speed,27/07/2010,0.3,,0.3,100,
Wind speed,28/07/2010,0.3,,0.3,100,
Wind speed,29/07/2010,1.09,,2.6,100,
Wind speed,30/07/2010,0.35,,1.5,100,
Wind speed,31/07/2010,0.53,,2.9,100,
Wind speed,01/08/2010,0.63,,2.2,100,
Wind speed,02/08/2010,0.58,,1.3,100,
Wind speed,03/08/2010,0.63,,2.8,100,
Wind speed,04/08/2010,0.55,,2.2,100,
Wind speed,05/08/2010,0.53,,1.8,100,
Wind speed,06/08/2010,0.34,,1.1,100,
Wind speed,07/08/2010,0.92,,3.1,100,
Wind speed,08/08/2010,0.95,,2.4,100,
Wind speed,09/08/2010,0.43,,2.3,100,
Wind speed,10/08/2010,0.43,,2.0,100,
Wind speed,11/08/2010,0.73,,2.6,100,
Wind speed,12/08/2010,1.2,,3.5,100,
Wind speed,13/08/2010,0.4,,2.1,100,
Wind speed,14/08/2010,0.81,,2.8,100,
Wind speed,15/08/2010,0.97,,2.2,100,
Wind speed,16/08/2010,0.68,,2.1,100,
Wind speed,17/08/2010,0.85,,2.4,100,
Wind speed,18/08/2010,0.47,,1.8,100,
Wind speed,19/08/2010,0.85,,3.0,100,
Wind speed,20/08/2010,1.52,,4.0,100,
Wind speed,21/08/2010,1.3,,3.3,100,
Wind speed,22/08/2010,1.15,,3.5,100,
Wind speed,23/08/2010,0.38,,1.0,100,
Wind speed,24/08/2010,0.43,,3.1,100,
Wind speed,25/08/2010,0.78,,2.0,100,
Wind speed,26/08/2010,0.42,,1.3,100,
Wind speed,27/08/2010,0.92,,2.5,100,
Wind speed,28/08/2010,0.6,,2.8,100,
Wind speed,29/08/2010,0.36,,1.5,100,
Wind speed,30/08/2010,0.74,,2.3,100,
Wind speed,31/08/2010,1.15,,2.6,100,
Wind speed,01/09/2010,0.89,,1.9,100,
Wind speed,02/09/2010,1.15,,2.5,100,
Wind speed,03/09/2010,0.78,,1.6,100,
Wind speed,04/09/2010,1.2,,2.4,100,
Wind speed,05/09/2010,1.32,,3.4,100,
Wind speed,06/09/2010,0.3,,0.3,100,
Wind speed,07/09/2010,0.54,,2.4,100,
Wind speed,08/09/2010,0.78,,2.1,100,
Wind speed,09/09/2010,1.05,,2.8,100,
Wind speed,10/09/2010,1.07,,2.9,100,
Wind speed,11/09/2010,0.8,,2.7,100,
Wind speed,12/09/2010,0.99,,2.5,100,
Wind speed,13/09/2010,0.33,,0.7,100,
Wind speed,14/09/2010,0.35,,1.4,100,
Wind speed,15/09/2010,0.5,,2.0,100,
Wind speed,16/09/2010,0.45,,1.7,100,
Wind speed,17/09/2010,0.53,,1.7,100,
Wind speed,18/09/2010,0.55,,2.8,100,
Wind speed,19/09/2010,0.71,,2.1,100,
Wind speed,20/09/2010,0.3,,0.3,100,
Wind speed,21/09/2010,0.51,,1.7,100,
Wind speed,22/09/2010,0.96,,3.1,100,
Wind speed,23/09/2010,0.54,,2.9,100,
Wind speed,24/09/2010,0.47,,2.4,100,
Wind speed,25/09/2010,0.46,,2.8,100,
Wind speed,26/09/2010,0.4,,1.3,100,
Wind speed,27/09/2010,0.3,,0.3,100,
Wind speed,28/09/2010,0.3,,0.3,100,
Wind speed,29/09/2010,0.3,,0.3,100,
Wind speed,30/09/2010,0.63,,1.7,100,
Wind speed,01/10/2010,0.74,,3.9,100,
Wind speed,02/10/2010,0.81,,2.9,100,
Wind speed,03/10/2010,0.36,,1.3,100,
Wind speed,04/10/2010,0.98,,3.2,100,
Wind speed,05/10/2010,0.3,,0.3,100,
Wind speed,06/10/2010,0.3,,0.3,100,
Wind speed,07/10/2010,0.3,,0.3,100,
Wind speed,08/10/2010,0.3,,0.3,100,
Wind speed,09/10/2010,0.34,,1.0,100,
Wind speed,10/10/2010,0.34,,1.2,100,
Wind speed,11/10/2010,0.49,,1.9,100,
Wind speed,12/10/2010,0.42,,1.4,100,
Wind speed,13/10/2010,0.32,,0.6,100,
Wind speed,14/10/2010,0.34,,1.1,100,
Wind speed,15/10/2010,0.34,,0.8,100,
Wind speed,16/10/2010,0.4,,1.2,100,
Wind speed,17/10/2010,0.47,,1.9,100,
Wind speed,18/10/2010,0.3,,0.3,100,
Wind speed,19/10/2010,0.37,,1.0,100,
Wind speed,20/10/2010,0.35,,0.8,100,
Wind speed,21/10/2010,0.32,,0.8,100,
Wind speed,22/10/2010,0.35,,1.5,100,
Wind speed,23/10/2010,0.35,,1.4,100,
Wind speed,24/10/2010,0.43,,2.5,100,
Wind speed,25/10/2010,0.47,,1.8,100,
Wind speed,26/10/2010,0.58,,2.7,100,
Wind speed,27/10/2010,0.3,,0.3,100,
Wind speed,28/10/2010,0.49,,2.3,100,
Wind speed,29/10/2010,0.3,,0.3,100,
Wind speed,30/10/2010,0.3,,0.3,100,
Wind speed,31/10/2010,0.4,,1.1,100,
Wind speed,01/11/2010,0.52,,3.2,100,
Wind speed,02/11/2010,0.3,,0.3,100,
Wind speed,03/11/2010,0.37,,1.2,100,
Wind speed,04/11/2010,1.07,,4.1,100,
Wind speed,05/11/2010,0.3,,0.3,100,
Wind speed,06/11/2010,0.44,,1.0,100,
Wind speed,07/11/2010,0.37,,0.9,100,
Wind speed,08/11/2010,0.3,,0.3,100,
Wind speed,09/11/2010,0.3,,0.3,100,
Wind speed,10/11/2010,0.3,,0.3,100,
Wind speed,11/11/2010,0.36,,1.8,100,
Wind speed,12/11/2010,0.3,,0.3,100,
Wind speed,13/11/2010,0.3,,0.3,100,
Wind speed,14/11/2010,0.3,,0.3,100,
Wind speed,15/11/2010,0.31,,0.4,100,
Wind speed,16/11/2010,0.35,,1.0,100,
Wind speed,17/11/2010,0.33,,0.9,100,
Wind speed,18/11/2010,0.3,,0.3,100,
Wind speed,19/11/2010,0.3,,0.3,100,
Wind speed,20/11/2010,0.3,,0.3,100,
Wind speed,21/11/2010,0.3,,0.3,100,
Wind speed,22/11/2010,0.3,,0.3,100,
Wind speed,23/11/2010,0.3,,0.3,100,
Wind speed,24/11/2010,0.3,,0.3,100,
Wind speed,25/11/2010,0.33,,1.0,100,
Wind speed,26/11/2010,0.41,,0.9,100,
Wind speed,27/11/2010,0.3,,0.3,100,
Wind speed,28/11/2010,0.3,,0.3,100,
Wind speed,29/11/2010,0.34,,1.3,100,
Wind speed,30/11/2010,0.3,,0.3,100,
Wind speed,01/12/2010,0.3,,0.3,100,
Wind speed,02/12/2010,0.31,,0.6,100,
Wind speed,03/12/2010,0.3,,0.3,100,
Wind speed,04/12/2010,0.31,,0.5,100,
Wind speed,05/12/2010,0.3,,0.3,100,
Wind speed,06/12/2010,0.3,,0.3,100,
Wind speed,07/12/2010,0.3,,0.3,100,
Wind speed,08/12/2010,0.3,,0.3,100,
Wind speed,09/12/2010,0.42,,1.8,100,
Wind speed,10/12/2010,0.3,,0.3,100,
Wind speed,11/12/2010,0.3,,0.3,100,
Wind speed,12/12/2010,0.3,,0.3,100,
Wind speed,13/12/2010,0.3,,0.3,100,
Wind speed,14/12/2010,0.3,,0.3,100,
Wind speed,15/12/2010,0.3,,0.3,100,
Wind speed,16/12/2010,0.3,,0.3,100,
Wind speed,17/12/2010,0.3,,0.3,100,
Wind speed,18/12/2010,0.3,,0.3,100,
Wind speed,19/12/2010,0.3,,0.3,100,
Wind speed,20/12/2010,0.3,,0.3,100,
Wind speed,21/12/2010,0.3,,0.3,100,
Wind speed,22/12/2010,0.3,,0.4,100,
Wind speed,23/12/2010,0.4,,1.6,100,
Wind speed,24/12/2010,0.39,,1.5,100,
Wind speed,25/12/2010,0.43,,0.9,100,
Wind speed,26/12/2010,0.3,,0.3,100,
Wind speed,27/12/2010,0.3,,0.3,100,
Wind speed,28/12/2010,0.3,,0.3,100,
Wind speed,29/12/2010,0.34,,0.8,100,
Wind speed,30/12/2010,0.3,,0.3,100,
Wind speed,31/12/2010,0.3,,0.3,100,
Wind speed,01/01/2011,0.3,,0.3,100,
Wind speed,02/01/2011,0.3,,0.3,100,
Wind speed,03/01/2011,0.3,,0.3,100,
Wind speed,04/01/2011,0.4042,,1.8,100,
Wind speed,05/01/2011,0.3,,0.3,100,
Wind speed,06/01/2011,0.3,,0.3,100,
Wind speed,07/01/2011,0.3,,0.3,100,
Wind speed,08/01/2011,0.3,,0.3,100,
Wind speed,09/01/2011,0.3,,0.3,100,
Wind speed,10/01/2011,0.3,,0.3,100,
Wind speed,11/01/2011,0.3,,0.3,100,
Wind speed,12/01/2011,0.3,,0.3,100,
Wind speed,13/01/2011,0.4375,,2.3,100,
Wind speed,14/01/2011,0.3583,,0.9,100,
Wind speed,15/01/2011,0.3,,0.3,100,
Wind speed,16/01/2011,0.3,,0.3,100,
Wind speed,17/01/2011,0.35,,1.5,100,
Wind speed,18/01/2011,0.3,,0.3,100,
Wind speed,19/01/2011,0.3792,,1.6,100,
Wind speed,20/01/2011,0.3292,,0.6,100,
Wind speed,21/01/2011,0.3,,0.3,100,
Wind speed,22/01/2011,0.5292,,2.1,100,
Wind speed,23/01/2011,0.3,,0.3,100,
Wind speed,24/01/2011,0.3,,0.3,100,
Wind speed,25/01/2011,0.3708,,0.9,100,
Wind speed,26/01/2011,0.3,,0.3,100,
Wind speed,27/01/2011,0.3,,0.3,100,
Wind speed,28/01/2011,0.3,,0.3,100,
Wind speed,29/01/2011,0.3375,,0.9,100,
Wind speed,30/01/2011,0.3,,0.3,100,
Wind speed,31/01/2011,0.3,,0.3,100,
Wind speed,01/02/2011,0.4083,,1.8,100,
Wind speed,02/02/2011,0.3,,0.3,100,
Wind speed,03/02/2011,0.4542,,2.1,100,
Wind speed,04/02/2011,0.3,,0.3,100,
Wind speed,05/02/2011,0.3,,0.3,100,
Wind speed,06/02/2011,0.3,,0.3,100,
Wind speed,07/02/2011,0.3625,,1.3,100,
Wind speed,08/02/2011,0.3833,,1.3,100,
Wind speed,09/02/2011,0.3792,,1.4,100,
Wind speed,10/02/2011,0.3417,,0.8,100,
Wind speed,11/02/2011,0.3292,,0.9,100,
Wind speed,12/02/2011,0.3,,0.3,100,
Wind speed,13/02/2011,0.7,,4.3,100,
Wind speed,14/02/2011,0.3458,,1.4,100,
Wind speed,15/02/2011,0.3375,,1.0,100,
Wind speed,16/02/2011,0.5917,,1.8,100,
Wind speed,17/02/2011,0.3583,,0.8,100,
Wind speed,18/02/2011,0.3458,,0.9,100,
Wind speed,19/02/2011,0.3,,0.3,100,
Wind speed,20/02/2011,0.3,,0.3,100,
Wind speed,21/02/2011,0.3,,0.3,100,
Wind speed,22/02/2011,0.35,,0.8,100,
Wind speed,23/02/2011,0.3,,0.3,100,
Wind speed,24/02/2011,0.4667,,2.3,100,
Wind speed,25/02/2011,0.3,,0.3,100,
Wind speed,26/02/2011,0.375,,1.0,100,
Wind speed,27/02/2011,0.525,,1.9,100,
Wind speed,28/02/2011,0.325,,0.7,100,
Wind speed,01/03/2011,0.55,,1.4,100,
Wind speed,02/03/2011,0.3875,,1.0,100,
Wind speed,03/03/2011,0.525,,1.8,100,
Wind speed,04/03/2011,0.3,,0.3,100,
Wind speed,05/03/2011,0.3,,0.3,100,
Wind speed,06/03/2011,0.3833,,1.7,100,
Wind speed,07/03/2011,0.4708,,1.8,100,
Wind speed,08/03/2011,0.5375,,2.9,100,
Wind speed,09/03/2011,0.375,,2.1,100,
Wind speed,10/03/2011,0.3,,0.3,100,
Wind speed,11/03/2011,0.3,,0.3,100,
Wind speed,12/03/2011,0.3,,0.3,100,
Wind speed,13/03/2011,0.3,,0.3,100,
Wind speed,14/03/2011,0.6292,,1.4,100,
Wind speed,15/03/2011,0.5333,,1.7,100,
Wind speed,16/03/2011,0.4208,,1.4,100,
Wind speed,17/03/2011,0.3208,,0.6,100,
Wind speed,18/03/2011,1.0,,2.8,100,
Wind speed,19/03/2011,0.6667,,2.7,100,
Wind speed,20/03/2011,0.3375,,1.0,100,
Wind speed,21/03/2011,0.6333,,3.1,100,
Wind speed,22/03/2011,0.8875,,2.7,100,
Wind speed,23/03/2011,0.7375,,2.4,100,
Wind speed,24/03/2011,0.45,,1.3,100,
Wind speed,25/03/2011,0.6458,,1.7,100,
Wind speed,26/03/2011,0.475,,1.6,100,
Wind speed,27/03/2011,0.7958,,2.2,100,
Wind speed,28/03/2011,0.6833,,1.9,100,
Wind speed,29/03/2011,0.4667,,1.2,100,
Wind speed,30/03/2011,0.3625,,1.6,100,
Wind speed,31/03/2011,0.9958,,4.5,100,
Wind speed,01/04/2011,0.3,,0.3,100,
Wind speed,02/04/2011,0.3,,0.3,100,
Wind speed,03/04/2011,0.3417,,0.9,100,
Wind speed,04/04/2011,0.8833,,4.2,100,
Wind speed,05/04/2011,0.3,,0.3,100,
Wind speed,06/04/2011,0.3,,0.3,100,
Wind speed,07/04/2011,0.3,,0.3,100,
Wind speed,08/04/2011,0.7083,,2.4,100,
Wind speed,09/04/2011,0.8375,,1.9,100,
Wind speed,10/04/2011,1.1125,,2.1,100,
Wind speed,11/04/2011,1.1708,,3.1,100,
Wind speed,12/04/2011,0.825,,3.1,100,
Wind speed,13/04/2011,0.3,,0.3,100,
Wind speed,14/04/2011,0.4292,,2.0,100,
Wind speed,15/04/2011,0.3,,0.3,100,
Wind speed,16/04/2011,0.3292,,0.7,100,
Wind speed,17/04/2011,1.2583,,2.6,100,
Wind speed,18/04/2011,0.875,,2.1,100,
Wind speed,19/04/2011,0.7792,,1.6,100,
Wind speed,20/04/2011,1.025,,2.3,100,
Wind speed,21/04/2011,0.8458,,2.5,100,
Wind speed,22/04/2011,1.1542,,3.1,100,
Wind speed,23/04/2011,0.3667,,1.3,100,
Wind speed,24/04/2011,1.0292,,2.6,100,
Wind speed,25/04/2011,0.7083,,2.6,100,
Wind speed,26/04/2011,0.4583,,1.0,100,
Wind speed,27/04/2011,0.5708,,1.9,100,
Wind speed,28/04/2011,0.7417,,2.7,100,
Wind speed,29/04/2011,0.8542,,3.7,100,
Wind speed,30/04/2011,0.575,,3.5,100,
Wind speed,01/05/2011,0.7125,,3.6,100,
Wind speed,02/05/2011,0.3708,,0.9,100,
Wind speed,03/05/2011,0.475,,1.6,100,
Wind speed,04/05/2011,0.7917,,2.5,100,
Wind speed,05/05/2011,0.3625,,0.7,100,
Wind speed,06/05/2011,0.6125,,2.8,100,
Wind speed,07/05/2011,0.5875,,1.9,100,
Wind speed,08/05/2011,0.925,,3.1,100,
Wind speed,09/05/2011,1.575,,3.9,100,
Wind speed,10/05/2011,1.1792,,3.8,100,
Wind speed,11/05/2011,1.3083,,3.5,100,
Wind speed,12/05/2011,0.35,,1.0,100,
Wind speed,13/05/2011,0.65,,3.3,100,
Wind speed,14/05/2011,0.4958,,3.5,100,
Wind speed,15/05/2011,0.325,,0.9,100,
Wind speed,16/05/2011,0.3,,0.3,100,
Wind speed,17/05/2011,0.3,,0.3,100,
Wind speed,18/05/2011,0.3,,0.3,100,
Wind speed,19/05/2011,0.3,,0.3,100,
Wind speed,20/05/2011,0.3,,0.3,100,
Wind speed,21/05/2011,0.3,,0.3,100,
Wind speed,22/05/2011,0.3,,0.3,100,
Wind speed,23/05/2011,0.3,,0.3,100,
Wind speed,24/05/2011,0.3,,0.3,100,
Wind speed,25/05/2011,0.3,,0.3,100,
Wind speed,26/05/2011,0.3,,0.3,100,
Wind speed,27/05/2011,0.3,,0.3,100,
Wind speed,28/05/2011,0.3,,0.3,100,
Wind speed,29/05/2011,0.3,,0.3,100,
Wind speed,30/05/2011,0.3,,0.3,100,
Wind speed,31/05/2011,0.3,,0.3,100,
Wind speed,01/06/2011,0.3,,0.3,100,
Wind speed,02/06/2011,1.1167,,3.0,100,
Wind speed,03/06/2011,1.0792,,2.3,100,
Wind speed,04/06/2011,0.5833,,2.3,100,
Wind speed,05/06/2011,0.3,,0.3,100,
Wind speed,06/06/2011,1.2833,,2.4,100,
Wind speed,07/06/2011,1.0708,,3.4,100,
Wind speed,08/06/2011,0.8583,,2.7,100,
Wind speed,09/06/2011,0.3,,0.3,100,
Wind speed,10/06/2011,0.7833,,2.0,100,
Wind speed,11/06/2011,0.5125,,1.9,100,
Wind speed,12/06/2011,0.9708,,2.8,100,
Wind speed,13/06/2011,0.5958,,2.8,100,
Wind speed,14/06/2011,1.3042,,2.7,100,
Wind speed,15/06/2011,1.35,,3.0,100,
Wind speed,16/06/2011,0.9875,,3.1,100,
Wind speed,17/06/2011,0.7833,,2.4,100,
Wind speed,18/06/2011,0.3,,0.3,100,
Wind speed,19/06/2011,0.3,,0.3,100,
Wind speed,20/06/2011,0.75,,2.2,100,
Wind speed,21/06/2011,0.5875,,2.7,100,
Wind speed,22/06/2011,0.3,,0.3,100,
Wind speed,23/06/2011,0.6333,,1.8,100,
Wind speed,24/06/2011,0.8708,,3.0,100,
Wind speed,25/06/2011,0.3333,,1.1,100,
Wind speed,26/06/2011,0.95,,2.5,100,
Wind speed,27/06/2011,1.2667,,2.6,100,
Wind speed,28/06/2011,1.2625,,2.2,100,
Wind speed,29/06/2011,1.0458,,2.7,100,
Wind speed,30/06/2011,1.0083,,2.3,100,
Wind speed,01/07/2011,0.9958,,1.9,100,
Wind speed,02/07/2011,0.8708,,1.7,100,
Wind speed,03/07/2011,1.1167,,2.3,100,
Wind speed,04/07/2011,0.7875,,2.0,100,
Wind speed,05/07/2011,0.4875,,2.1,100,
Wind speed,06/07/2011,0.6462,,1.9,54,
Wind speed,07/07/2011,,,,0,
Wind speed,08/07/2011,0.9538,,2.4,54,
Wind speed,09/07/2011,1.0125,,2.3,100,
Wind speed,10/07/2011,1.1917,,2.5,100,
Wind speed,11/07/2011,0.9625,,2.1,100,
